Date,Visitor,PTS,Home,PTS_2
2022-02-08,Wisconsin,70,Michigan St,62
2022-02-08,Marquette,72,UConn,80
2022-02-08,Pacific,68,USC,74
2022-02-08,Saint Mary's,72,Santa Clara,77
2022-02-09,Houston,83,SMU,85
2022-02-09,Texas Tech,55,Oklahoma,70
2022-02-09,Baylor,75,Kansas St,60
2022-02-09,Ohio State,64,Rutgers,66
2022-02-09,Tennessee,72,Mississippi St,63
2022-02-09,Xavier,71,Seton Hall,73
2022-02-10,Pacific,51,Gonzaga,89
2022-02-10,Purdue,58,Michigan,82
2022-02-10,Arizona,72,Washington St,60
2022-02-10,Duke,82,Clemson,64
2022-02-10,San Diego,57,Saint Mary's,86
2022-02-10,Murray St,73,Tennessee St,62
2022-02-11,UConn,68,Xavier,74
2022-02-12,Texas A&M,58,Auburn,75
2022-02-12,Saint Mary's,58,Gonzaga,74
2022-02-12,Arizona,92,Washington,68
2022-02-12,Florida,57,Kentucky,78
2022-02-12,Memphis,69,Houston,59
2022-02-12,Duke,72,Boston College,61
2022-02-12,Oklahoma,69,Kansas,71
2022-02-12,TCU,69,Texas Tech,82
2022-02-12,DePaul,73,Providence,76
2022-02-12,UCLA,64,USC,67
2022-02-12,Rutgers,73,Wisconsin,65
2022-02-12,Seton Hall,67,Villanova,73
2022-02-12,Ohio State,68,Michigan,57
2022-02-12,Indiana,61,Michigan St,76
2022-02-12,Marquette,79,Butler,85
2022-02-12,Vanderbilt,64,Tennessee,73
2022-02-12,Murray St,57,Morehead St,53
2022-02-13,Maryland,61,Purdue,62
2022-02-13,Northwestern,66,Illinois,73
2022-02-13,UConn,63,St John's,60
2022-02-14,Oklahoma St,62,Kansas,76
2022-02-15,Kentucky,63,Tennessee,76
2022-02-15,Villanova,89,Providence,84
2022-02-15,Wake Forest,74,Duke,76
2022-02-15,Wisconsin,74,Indiana,69
2022-02-15,Minnesota,45,Ohio State,70
2022-02-15,Michigan St,58,Penn State,62
2022-02-15,Texas,80,Oklahoma,78
2022-02-15,Wyoming,66,New Mexico,75
2022-02-15,Arkansas,76,Missouri,57
2022-02-16,Gonzaga,86,Pepperdine,66
2022-02-16,Vanderbilt,80,Auburn,94
2022-02-16,Purdue,70,Northwestern,64
2022-02-16,Baylor,73,Texas Tech,83
2022-02-16,Illinois,59,Rutgers,70
2022-02-16,Seton Hall,65,UConn,70
2022-02-16,Mississippi St,75,Alabama,80
2022-02-17,Oregon St,69,Arizona,83
2022-02-17,Washington St,56,UCLA,76
2022-02-17,UCF,52,Houston,70
2022-02-17,Washington,69,USC,79
2022-02-17,Austin Peay,56,Murray St,91
2022-02-18,Butler,57,St John's,91
2022-02-18,Princeton,69,Brown,50
2022-02-18,Penn,72,Yale,81
2022-02-18,Cornell,59,Dartmouth,71
2022-02-18,Columbia,54,Harvard,62
2022-02-18,N Kentucky,52,Detroit Mercy,60
2022-02-18,Richmond,57,VCU,77
2022-02-18,Marist,62,Siena,53
2022-02-18,Saint Peter's,70,Fairfield,59
2022-02-18,Rider,58,Monmouth,60
2022-02-18,Ohio,52,Kent State,75
2022-02-18,Purdue FW,74,Green Bay,55
2022-02-18,Cleveland St,78,Milwaukee,61
2022-02-18,Wright St,78,Oakland,74
2022-02-18,Maryland,90,Nebraska,74
2022-02-18,Missouri,49,Mississippi St,68
2022-02-19,Santa Clara,69,Gonzaga,81
2022-02-19,Auburn,62,Florida,63
2022-02-19,Oregon,81,Arizona,84
2022-02-19,Alabama,81,Kentucky,90
2022-02-19,Kansas,71,West Virginia,58
2022-02-19,TCU,62,Baylor,72
2022-02-19,Georgetown,66,Villanova,74
2022-02-19,Texas Tech,61,Texas,55
2022-02-19,Illinois,79,Michigan St,74
2022-02-19,Washington,50,UCLA,76
2022-02-19,Tennessee,48,Arkansas,58
2022-02-19,Iowa,75,Ohio State,62
2022-02-19,Murray St,62,UT Martin,60
2022-02-19,Air Force,67,Wyoming,75
2022-02-19,Xavier,61,UConn,72
2022-02-20,Rutgers,72,Purdue,84
2022-02-20,Providence,71,Butler,70
2022-02-20,Houston,76,Wichita St,74
2022-02-20,Michigan,63,Wisconsin,77
2022-02-20,Washington St,60,USC,62
2022-02-21,Baylor,66,Oklahoma St,64
2022-02-21,Arizona St,52,UCLA,66
2022-02-21,Indiana,69,Ohio State,80
2022-02-22,Kansas St,83,Kansas,102
2022-02-22,Villanova,69,UConn,71
2022-02-22,Oklahoma,42,Texas Tech,66
2022-02-22,Tennessee,80,Missouri,61
2022-02-22,Arkansas,82,Florida,74
2022-02-22,Alabama,74,Vanderbilt,72
2022-02-22,Michigan St,60,Iowa,86
2022-02-23,Ole Miss,64,Auburn,77
2022-02-23,LSU,66,Kentucky,71
2022-02-23,Duke,65,Virginia,61
2022-02-23,Xavier,92,Providence,99
2022-02-23,Wisconsin,68,Minnesota,67
2022-02-23,Houston,81,Tulane,67
2022-02-23,TCU,66,Texas,75
2022-02-24,Gonzaga,89,San Francisco,73
2022-02-24,Arizona,97,Utah,77
2022-02-24,UCLA,63,Oregon,68
2022-02-24,Ohio State,86,Illinois,83
2022-02-24,USC,94,Oregon St,91
2022-02-24,Belmont,43,Murray St,76
2022-02-24,Saint Mary's,60,San Diego,46
2022-02-25,Iowa,88,Nebraska,78
2022-02-26,Gonzaga,57,Saint Mary's,67
2022-02-26,Arizona,63,Colorado,79
2022-02-26,Auburn,62,Tennessee,67
2022-02-26,Purdue,65,Michigan St,68
2022-02-26,Kansas,70,Baylor,80
2022-02-26,Kentucky,73,Arkansas,75
2022-02-26,Duke,97,Syracuse,72
2022-02-26,Texas Tech,66,TCU,69
2022-02-26,Creighton,51,Providence,72
2022-02-26,UCLA,94,Oregon St,55
2022-02-26,Wisconsin,66,Rutgers,61
2022-02-26,USC,70,Oregon,69
2022-02-26,Murray St,70,SE Missouri,68
2022-02-26,Texas,82,West Virginia,81
2022-02-26,South Carolina,71,Alabama,90
2022-02-27,SMU,61,Houston,75
2022-02-27,Illinois,93,Michigan,85
2022-02-27,UConn,86,Georgetown,77
2022-02-27,Ohio State,60,Maryland,75
2022-02-28,Baylor,68,Texas,61
2022-02-28,Kansas St,68,Texas Tech,73
2022-02-28,UCLA,77,Washington,66
2022-02-28,Northwestern,61,Iowa,82
2022-03-01,Arizona,91,USC,71
2022-03-01,Duke,86,Pitt,56
2022-03-01,Kansas,64,TCU,74
2022-03-01,Ole Miss,72,Kentucky,83
2022-03-01,Purdue,67,Wisconsin,70
2022-03-01,Providence,74,Villanova,76
2022-03-01,Tennessee,75,Georgia,68
2022-03-01,Cincinnati,53,Houston,71
2022-03-01,Nebraska,78,Ohio State,70
2022-03-02,Auburn,81,Mississippi St,68
2022-03-02,LSU,76,Arkansas,77
2022-03-02,UConn,62,Creighton,64
2022-03-02,Texas A&M,87,Alabama,71
2022-03-03,Stanford,69,Arizona,81
2022-03-03,TCU,68,Kansas,72
2022-03-03,Temple,46,Houston,84
2022-03-03,Penn State,55,Illinois,60
2022-03-03,Michigan St,69,Ohio State,80
2022-03-03,Iowa,82,Michigan,71
2022-03-04,NC A&T,65,Longwood,79
2022-03-04,Illinois St,65,Northern Iowa,78
2022-03-04,Charleston So,62,SC Upstate,72
2022-03-04,Bradley,50,Loyola Chicago,66
2022-03-04,The Citadel,84,ETSU,76
2022-03-04,High Point,51,Winthrop,68
2022-03-04,Ball State,64,W Michigan,63
2022-03-04,Buffalo,65,Kent State,70
2022-03-04,Bowling Green,56,Toledo,96
2022-03-04,Valparaiso,58,Missouri St,67
2022-03-04,Richmond,65,St Bonaventure,72
2022-03-04,E Michigan,63,Miami OH,76
2022-03-04,C Michigan,56,Akron,57
2022-03-04,W Carolina,53,Mercer,81
2022-03-04,SE Missouri,74,Murray St,88
2022-03-04,Ohio,57,N Illinois,58
2022-03-04,Campbell,53,Gardner-Webb,54
2022-03-04,LMU,60,BYU,85
2022-03-04,S Illinois,52,Drake,65
2022-03-04,Morehead St,53,Belmont,51
2022-03-04,Utah State,75,San José St,52
2022-03-04,San Diego,55,Portland,73
2022-03-05,California,61,Arizona,89
2022-03-05,Iowa State,68,Baylor,75
2022-03-05,North Carolina,94,Duke,81
2022-03-05,South Carolina,71,Auburn,82
2022-03-05,Texas,63,Kansas,70
2022-03-05,Kentucky,71,Florida,63
2022-03-05,Indiana,67,Purdue,69
2022-03-05,Villanova,78,Butler,59
2022-03-05,Texas Tech,51,Oklahoma St,52
2022-03-05,USC,68,UCLA,75
2022-03-05,DePaul,68,UConn,75
2022-03-05,Alabama,77,LSU,80
2022-03-06,Nebraska,74,Wisconsin,73
2022-03-06,Houston,61,Memphis,75
2022-03-06,Iowa,72,Illinois,74
2022-03-06,Michigan,75,Ohio State,69
2022-03-07,Delaware,69,Towson,56
2022-03-07,South Dakota,60,S Dakota St,83
2022-03-07,Wright St,82,Cleveland St,67
2022-03-07,Louisiana,71,Georgia St,80
2022-03-07,Furman,63,Chattanooga,64
2022-03-07,Charleston,57,UNC Wilmington,60
2022-03-07,San Francisco,71,Gonzaga,81
2022-03-07,Oral Roberts,72,N Dakota St,92
2022-03-07,N Kentucky,57,Purdue FW,43
2022-03-07,Santa Clara,72,Saint Mary's,75
2022-03-08,Boston College,66,Pitt,46
2022-03-08,NC State,64,Clemson,70
2022-03-08,Rider,79,Manhattan,67
2022-03-08,Jacksonville,72,Bellarmine,77
2022-03-08,Wagner,43,Bryant,70
2022-03-08,Delaware,59,UNC Wilmington,55
2022-03-08,Wright St,72,N Kentucky,71
2022-03-08,Georgia Tech,74,Louisville,84
2022-03-08,Canisius,50,Fairfield,72
2022-03-08,Marshall,74,FIU,62
2022-03-08,Southern Miss,67,UTSA,64
2022-03-08,N Dakota St,69,S Dakota St,75
2022-03-08,Saint Mary's,69,Gonzaga,82
2022-03-08,Bakersfield,58,CSU Northridge,45
2022-03-08,UT Rio Grande,80,CA Baptist,81
2022-03-08,Quinnipiac,77,Marist,52
2022-03-08,Cal Poly,53,UC Davis,63
2022-03-08,Chicago St,47,Utah Valley,69
2022-03-09,Idaho,54,Sacramento St,57
2022-03-09,Syracuse,96,Florida St,57
2022-03-09,Saint Joseph's,56,La Salle,63
2022-03-09,New Mexico,72,Nevada,79
2022-03-09,Idaho St,52,Portland St,66
2022-03-09,Boston College,82,Wake Forest,77
2022-03-09,Stanford,71,Arizona St,70
2022-03-09,Jackson St,50,Texas Southern,54
2022-03-09,Duquesne,77,Rhode Island,79
2022-03-09,Air Force,56,Utah State,83
2022-03-09,Butler,89,Xavier,82
2022-03-09,N Arizona,75,E Washington,78
2022-03-09,Oregon St,72,Oregon,86
2022-03-09,Ole Miss,60,Missouri,72
2022-03-09,Incarnate Word,64,Hou Christian,74
2022-03-09,Delaware St,66,Norfolk St,74
2022-03-09,Nebraska,69,Northwestern,71
2022-03-09,Rice,73,Charlotte,61
2022-03-09,Marshall,67,Louisiana Tech,77
2022-03-09,San José St,67,Fresno St,69
2022-03-09,West Virginia,73,Kansas St,67
2022-03-09,Hartford,60,UMBC,80
2022-03-09,Binghamton,42,Vermont,74
2022-03-09,Clemson,75,Virginia Tech,76
2022-03-09,Rider,71,Iona,70
2022-03-09,Navy,58,Colgate,74
2022-03-09,DePaul,73,St John's,92
2022-03-09,Georgia,51,Vanderbilt,86
2022-03-09,McNeese,80,N'Western St,67
2022-03-09,Coppin St,59,Howard,57
2022-03-09,Minnesota,51,Penn State,60
2022-03-09,Old Dominion,64,UTEP,74
2022-03-09,California,59,Washington St,66
2022-03-09,CA Baptist,35,Sam Houston,65
2022-03-09,Southern Miss,59,FAU,86
2022-03-09,Prairie View,63,Alcorn St,64
2022-03-09,Fairfield,63,Saint Peter's,77
2022-03-09,Louisville,50,Virginia,51
2022-03-09,Georgetown,53,Seton Hall,57
2022-03-09,Utah,70,Washington,82
2022-03-09,Utah Valley,74,Abilene Chrstn,82
2022-03-10,C Michigan,71,Toledo,72
2022-03-10,Indiana,74,Michigan,69
2022-03-10,Florida,80,Texas A&M,83
2022-03-10,Syracuse,79,Duke,88
2022-03-10,George Mason,49,Fordham,54
2022-03-10,Butler,61,Providence,65
2022-03-10,TCU,65,Texas,60
2022-03-10,East Carolina,63,Cincinnati,74
2022-03-10,Buffalo,68,Akron,70
2022-03-10,Northwestern,76,Iowa,112
2022-03-10,Sacramento St,61,Montana St,83
2022-03-10,La Salle,51,Saint Louis,71
2022-03-10,Boston College,69,Miami,71
2022-03-10,Marquette,63,Creighton,74
2022-03-10,Stanford,80,Arizona,84
2022-03-10,Nevada,69,Boise St,71
2022-03-10,Grambling,60,Southern,58
2022-03-10,Bakersfield,61,Long Beach St,72
2022-03-10,Missouri,68,LSU,76
2022-03-10,West Virginia,63,Kansas,87
2022-03-10,Tulsa,73,Wichita St,67
2022-03-10,Miami OH,75,Kent State,85
2022-03-10,Montana,56,Weber St,68
2022-03-10,Oregon,69,Colorado,80
2022-03-10,UNLV,56,Wyoming,59
2022-03-10,Santa Barbara,78,UC Irvine,69
2022-03-10,Mississippi St,73,South Carolina,51
2022-03-10,Hou Christian,60,Texas A&M-CC,75
2022-03-10,SC State,77,Morgan St,80
2022-03-10,UMass,99,G Washington,88
2022-03-10,Rice,50,North Texas,68
2022-03-10,Ball State,67,Ohio,77
2022-03-10,Maryland,72,Michigan St,76
2022-03-10,Louisiana Tech,59,Western KY,57
2022-03-10,South Florida,58,UCF,60
2022-03-10,Oklahoma,72,Baylor,67
2022-03-10,Virginia Tech,87,Notre Dame,80
2022-03-10,Quinnipiac,77,Siena,71
2022-03-10,St John's,65,Villanova,66
2022-03-10,Portland St,77,Southern Utah,65
2022-03-10,McNeese,78,New Orleans,82
2022-03-10,Rhode Island,59,Richmond,64
2022-03-10,Vanderbilt,82,Alabama,76
2022-03-10,UTEP,59,MTSU,66
2022-03-10,Washington St,65,UCLA,75
2022-03-10,Utah State,51,Colorado St,53
2022-03-10,MD Eastern,56,NC Central,68
2022-03-10,UC Davis,55,Fullerton,73
2022-03-10,Sam Houston,66,Grand Canyon,71
2022-03-10,Penn State,71,Ohio State,68
2022-03-10,FAU,66,UAB,80
2022-03-10,Iowa State,41,Texas Tech,72
2022-03-10,Niagara,58,Monmouth,61
2022-03-10,Alabama A&M,61,Florida A&M,56
2022-03-10,Virginia,43,North Carolina,63
2022-03-10,Seton Hall,52,UConn,62
2022-03-10,E Washington,67,N Colorado,68
2022-03-10,Fresno St,46,San Diego St,53
2022-03-10,UC Riverside,67,Hawai’i,68
2022-03-10,Abilene Chrstn,76,SF Austin,62
2022-03-10,Washington,61,USC,65
2022-03-11,Indiana,65,Illinois,63
2022-03-11,Texas A&M,67,Auburn,62
2022-03-11,Fordham,56,Davidson,74
2022-03-11,Louisiana Tech,42,North Texas,36
2022-03-11,Cincinnati,56,Houston,69
2022-03-11,LSU,67,Arkansas,79
2022-03-11,Iowa,84,Rutgers,74
2022-03-11,Saint Louis,57,St Bonaventure,56
2022-03-11,UAB,102,MTSU,98
2022-03-11,Tulane,69,Temple,60
2022-03-11,Grambling,54,Texas Southern,73
2022-03-11,Akron,70,Toledo,62
2022-03-11,Mississippi St,59,Tennessee,72
2022-03-11,Texas A&M-CC,71,Nicholls,64
2022-03-11,Morgan St,63,Norfolk St,72
2022-03-11,Rider,68,Monmouth,72
2022-03-11,UMass,72,Dayton,75
2022-03-11,Michigan St,69,Wisconsin,63
2022-03-11,Creighton,85,Providence,58
2022-03-11,Tulsa,58,SMU,83
2022-03-11,TCU,62,Kansas,75
2022-03-11,Miami,76,Duke,80
2022-03-11,Ohio,61,Kent State,67
2022-03-11,Weber St,66,Montana St,69
2022-03-11,Coppin St,79,NC Central,73
2022-03-11,Vanderbilt,71,Kentucky,77
2022-03-11,New Orleans,65,SE Louisiana,74
2022-03-11,Quinnipiac,52,Saint Peter's,64
2022-03-11,Richmond,75,VCU,64
2022-03-11,Colorado,72,Arizona,82
2022-03-11,UCF,69,Memphis,85
2022-03-11,Santa Barbara,64,Long Beach St,67
2022-03-11,Penn State,61,Purdue,69
2022-03-11,UConn,60,Villanova,63
2022-03-11,Grand Canyon,70,New Mexico St,75
2022-03-11,Wyoming,61,Boise St,68
2022-03-11,Alabama A&M,64,Alcorn St,69
2022-03-11,Oklahoma,55,Texas Tech,56
2022-03-11,Virginia Tech,72,North Carolina,59
2022-03-11,Portland St,79,N Colorado,86
2022-03-11,USC,59,UCLA,69
2022-03-11,Hawai’i,46,Fullerton,58
2022-03-11,Abilene Chrstn,78,Seattle U,76
2022-03-11,San Diego St,63,Colorado St,58
2022-03-12,UMBC,43,Vermont,82
2022-03-12,Cornell,73,Princeton,77
2022-03-12,Texas A&M,82,Arkansas,64
2022-03-12,Coppin St,57,Norfolk St,72
2022-03-12,Indiana,77,Iowa,80
2022-03-12,Saint Louis,69,Davidson,84
2022-03-12,Penn,61,Yale,67
2022-03-12,Kentucky,62,Tennessee,69
2022-03-12,Tulane,66,Houston,86
2022-03-12,Richmond,68,Dayton,64
2022-03-12,Michigan St,70,Purdue,75
2022-03-12,Monmouth,54,Saint Peter's,60
2022-03-12,Memphis,70,SMU,63
2022-03-12,San Diego St,52,Boise St,53
2022-03-12,Texas Southern,87,Alcorn St,62
2022-03-12,Texas Tech,65,Kansas,74
2022-03-12,Creighton,48,Villanova,54
2022-03-12,Akron,75,Kent State,55
2022-03-12,N Colorado,66,Montana St,87
2022-03-12,Louisiana Tech,73,UAB,82
2022-03-12,Virginia Tech,82,Duke,67
2022-03-12,UCLA,76,Arizona,84
2022-03-12,Texas A&M-CC,73,SE Louisiana,65
2022-03-12,Abilene Chrstn,52,New Mexico St,66
2022-03-12,Fullerton,72,Long Beach St,71
2022-03-13,Yale,66,Princeton,64
2022-03-13,Texas A&M,50,Tennessee,65
2022-03-13,Richmond,64,Davidson,62
2022-03-13,Memphis,53,Houston,71
2022-03-13,Iowa,75,Purdue,66
2022-03-15,Texas A&M-CC,67,Texas Southern,76
2022-03-15,Indiana,66,Wyoming,58
2022-03-16,Bryant,82,Wright St,93
2022-03-16,Notre Dame,89,Rutgers,87
2022-03-17,Michigan,75,Colorado St,63
2022-03-17,S Dakota St,57,Providence,66
2022-03-17,Memphis,64,Boise St,53
2022-03-17,Norfolk St,49,Baylor,85
2022-03-17,Longwood,56,Tennessee,88
2022-03-17,Richmond,67,Iowa,63
2022-03-17,Georgia St,72,Gonzaga,93
2022-03-17,Marquette,63,North Carolina,95
2022-03-17,New Mexico St,70,UConn,63
2022-03-17,Saint Peter's,85,Kentucky,79
2022-03-17,Indiana,53,Saint Mary's,82
2022-03-17,Creighton,72,San Diego St,69
2022-03-17,Vermont,71,Arkansas,75
2022-03-17,Akron,53,UCLA,57
2022-03-17,San Francisco,87,Murray St,92
2022-03-17,Texas Southern,56,Kansas,83
2022-03-18,Loyola Chicago,41,Ohio State,54
2022-03-18,Jax State,61,Auburn,80
2022-03-18,Montana St,62,Texas Tech,97
2022-03-18,Yale,56,Purdue,78
2022-03-18,Delaware,60,Villanova,80
2022-03-18,Miami,68,USC,66
2022-03-18,Notre Dame,78,Alabama,64
2022-03-18,Virginia Tech,73,Texas,81
2022-03-18,Chattanooga,53,Illinois,54
2022-03-18,Fullerton,61,Duke,78
2022-03-18,Wright St,70,Arizona,87
2022-03-18,Iowa State,59,LSU,54
2022-03-18,Davidson,73,Michigan St,74
2022-03-18,UAB,68,Houston,82
2022-03-18,TCU,69,Seton Hall,42
2022-03-18,Colgate,60,Wisconsin,67
2022-03-19,North Carolina,93,Baylor,86
2022-03-19,Creighton,72,Kansas,79
2022-03-19,Michigan,76,Tennessee,68
2022-03-19,Richmond,51,Providence,79
2022-03-19,Saint Mary's,56,UCLA,72
2022-03-19,Saint Peter's,70,Murray St,60
2022-03-19,New Mexico St,48,Arkansas,53
2022-03-19,Memphis,78,Gonzaga,82
2022-03-20,Houston,68,Illinois,53
2022-03-20,Ohio State,61,Villanova,71
2022-03-20,Michigan St,76,Duke,85
2022-03-20,Iowa State,54,Wisconsin,49
2022-03-20,Notre Dame,53,Texas Tech,59
2022-03-20,Miami,79,Auburn,61
2022-03-20,Texas,71,Purdue,81
2022-03-20,TCU,80,Arizona,85
2022-03-24,Arkansas,74,Gonzaga,68
2022-03-24,Michigan,55,Villanova,63
2022-03-24,Texas Tech,73,Duke,78
2022-03-24,Houston,72,Arizona,60
2022-03-25,Saint Peter's,67,Purdue,64
2022-03-25,Providence,61,Kansas,66
2022-03-25,North Carolina,73,UCLA,66
2022-03-25,Iowa State,56,Miami,70
2022-03-26,Houston,44,Villanova,50
2022-03-26,Arkansas,69,Duke,78
2022-03-27,Miami,50,Kansas,76
2022-03-27,Saint Peter's,49,North Carolina,69
2022-04-02,Villanova,65,Kansas,81
2022-04-02,North Carolina,81,Duke,77
2022-04-04,North Carolina,69,Kansas,72
