rank,team,tooltip_team,obpr,dbpr,bpr,opponent_adjust,pace_adjust,off_rank,def_rank,tempo,tempo_rank,home_rank,wins,losses,color_O,color_D,color_Diff,color_str_Diff,color_tempo_Diff,tooltip_str_Diff,tooltip_tempo_Diff
13,Creighton,Creighton,13.9288634355001,4.95696078534379,18.8858242208438,70.0857215724475,13.2400006033022,3,75,69.428666161153,170,48,23,7,#FFB457,#FFE0B9,#FFBA63,#B92750,#F2D0A7,Creighton plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Creighton performs at a similar level regardless of the pace of the game.
14,Texas Tech,Texas Tech,7.70382687340085,11.1251694549574,18.8289963283582,28.3820666559414,9.93184792661483,39,8,68.373334000639,242,133,18,13,#FFD6A2,#FFBA63,#FFBA63,#FEA49D,#F1D6AC,Texas Tech plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Texas Tech performs at a similar level regardless of the pace of the game.
15,Oregon,Oregon,13.5483592490054,5.21561405819401,18.7639733071995,14.0070979006349,-19.5492727236162,4,71,66.3106460301173,325,3,24,7,#FFB65B,#FFDEB5,#FFBA64,#FFD2BF,#C6D2BF,Oregon performs at a similar level against both good and bad teams.,Oregon performs at a similar level regardless of the pace of the game.
16,Ohio State,Ohio State,9.52532552163638,8.9439183888676,18.469243910504,-21.6916397056153,1.90313263900689,22,24,67.6177206180177,273,13,21,10,#FFCC8C,#FFC781,#FFBB66,#9DC9D3,#EFE3B9,Ohio State plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Ohio State performs at a similar level regardless of the pace of the game.
17,Purdue,Purdue,8.56620895722281,9.72347507396055,18.2896840311834,2.14776943295091,-22.231844825856,30,18,65.4872876779051,336,34,16,15,#FFD197,#FFC276,#FFBC68,#FFF8DA,#C0CFBF,Purdue performs at a similar level against both good and bad teams.,Purdue plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
18,Villanova,Villanova,10.4566164539832,7.71832167659773,18.1749381305809,-31.398380465826,4.71215320195424,17,40,67.6860424533342,270,343,24,7,#FFC781,#FFCF92,#FFBC68,#80AFCA,#F0DFB4,Villanova plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Villanova performs at a similar level regardless of the pace of the game.
19,West Virginia,West Virginia,5.31483354457289,12.7740426892324,18.0888762338053,3.3951262645899,3.34490363292276,70,3,70.6847141826612,98,6,21,10,#FFE2BF,#FFAF4C,#FFBD69,#FFF4D8,#F0E1B6,West Virginia performs at a similar level against both good and bad teams.,West Virginia performs at a similar level regardless of the pace of the game.
20,Florida,Florida,10.6267779469311,7.42437836664879,18.0511563135799,3.37994908474731,-4.25632426549549,15,45,66.4539040698294,318,115,19,12,#FFC67F,#FFD196,#FFBD6A,#FFF4D8,#E6E2BC,Florida performs at a similar level against both good and bad teams.,Florida performs at a similar level regardless of the pace of the game.
21,Michigan,Michigan,8.62204709554904,9.38593777851812,18.0079848740672,-34.9231064140975,-6.12292993008657,29,19,69.8506951777762,149,135,19,12,#FFD197,#FFC47B,#FFBD6A,#77A6C6,#E2E0BD,Michigan plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Michigan performs at a similar level regardless of the pace of the game.
22,Arizona,Arizona,7.89246232736232,9.88585132820715,17.7783136555695,-43.1857402527105,46.3040324074929,35,14,70.2065727841789,128,38,21,11,#FFD5A0,#FFC174,#FFBE6C,#628FBE,#FC9873,Arizona plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Arizona plays better in faster paced games. They have stronger performances in games with more possessions but are worse in games with less possessions.
23,BYU,BYU,11.6656123081023,5.58053383909248,17.2461461471948,-8.6857045928563,-27.3454465520909,10,63,70.5571133898282,105,114,23,8,#FFC072,#FFDCB0,#FFC070,#D8E9DA,#B6C9C0,BYU performs at a similar level against both good and bad teams.,BYU plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
24,Wisconsin,Wisconsin,7.18257696159257,9.78967841849277,16.9722553800853,24.4521644650701,19.3940946044955,42,17,65.1459881816365,342,118,21,10,#FFD8A8,#FFC275,#FFC172,#FFB0A6,#F4C69D,Wisconsin plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Wisconsin plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
25,Seton Hall,Seton Hall,7.96634075013326,8.72492230177239,16.6912630519057,-8.03082975499727,-1.83780298205427,34,28,70.7727189471955,89,273,21,9,#FFD49F,#FFC884,#FFC275,#DBEBDB,#EBE5BC,Seton Hall performs at a similar level against both good and bad teams.,Seton Hall performs at a similar level regardless of the pace of the game.
26,Marquette,Marquette,10.9295496100874,5.55047218304685,16.4800217931343,-21.9222711323523,21.4936530212012,12,64,72.0311818763326,52,42,18,12,#FFC47B,#FFDCB1,#FFC276,#9CC9D3,#F5C29A,Marquette plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Marquette plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
27,Auburn,Auburn,8.72390802571962,7.41152651346615,16.1354345391858,5.60942864731685,-3.69529470005501,27,46,70.6068110711807,102,91,25,6,#FFD096,#FFD197,#FFC479,#FFEDD2,#E7E3BC,Auburn performs at a similar level against both good and bad teams.,Auburn performs at a similar level regardless of the pace of the game.
28,Virginia,Virginia,0.0946414886816253,15.6747024301765,15.7693439188581,19.8555497828368,11.6532894416312,177,1,61.213613386194,352,146,23,7,#FFFEFD,#FF9D23,#FFC57C,#FFBFB1,#F2D3A9,Virginia plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Virginia performs at a similar level regardless of the pace of the game.
29,Penn State,Penn State,6.612862095781,9.13354220791209,15.7464043036931,25.1759164253149,30.3195253019311,49,22,72.2036957042911,45,139,21,10,#FFDBAF,#FFC67F,#FFC57D,#FFAEA5,#F8B38C,Penn State plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Penn State plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
30,LSU,LSU,14.3921807093193,1.25273532929948,15.6449160386188,-24.7285602120694,2.09311831615603,2,137,70.9509289833822,85,58,21,10,#FFB251,#FFF7ED,#FFC57D,#91C2D1,#EFE3B8,LSU plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,LSU performs at a similar level regardless of the pace of the game.
31,Providence,Providence,5.63099464224852,9.99140568241921,15.6224003246677,37.3566084604378,-17.4152897428084,62,12,70.0777392339195,137,24,19,12,#FFE1BB,#FFC173,#FFC67E,#F3888B,#CAD4BF,Providence plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Providence performs at a similar level regardless of the pace of the game.
32,Iowa,Iowa,12.8319268285709,2.66208712814112,15.494013956712,0.103624460925832,-48.022008872262,7,110,71.2398761012966,77,40,20,11,#FFBA64,#FFEED9,#FFC67F,#FFFEDF,#8BB4C4,Iowa performs at a similar level against both good and bad teams.,Iowa plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
33,Rutgers,Rutgers,4.26037695449189,10.8099995601952,15.0703765146871,56.1465377529845,-18.732497701534,86,9,68.6981345430035,219,77,19,11,#FFE8CB,#FFBC67,#FFC882,#DD4C65,#C8D3BF,Rutgers plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Rutgers performs at a similar level regardless of the pace of the game.
34,Illinois,Illinois,7.1664868869936,7.80804630790245,14.9745331948961,6.10114424248222,-27.9866578771215,44,37,68.0861875097801,251,171,20,10,#FFD8A8,#FFCE91,#FFC883,#FFEBD1,#B4C9C1,Illinois performs at a similar level against both good and bad teams.,Illinois plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
35,Mississippi State,Mississippi State,10.3865364985341,4.28135446437707,14.6678909629112,23.8665483524654,-36.4664654032614,18,82,67.4130350748734,285,18,20,11,#FFC782,#FFE4C3,#FFC985,#FFB2A8,#A3C0C2,Mississippi State plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Mississippi State plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
36,Minnesota,Minnesota,7.73926657927662,6.68973362119996,14.4290002004766,-53.5146410384183,32.9265557909621,36,53,68.0170742481666,257,145,15,16,#FFD5A1,#FFD5A1,#FFCA87,#4373B2,#F8AF88,Minnesota plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Minnesota plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
37,Colorado,Colorado,5.84542019363006,8.1927692801839,14.038189473814,42.6719642803671,6.71340911374898,57,32,69.1606547512174,198,105,21,11,#FFDFB8,#FFCC8C,#FFCB8B,#ED7780,#F1DBB1,Colorado plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Colorado performs at a similar level regardless of the pace of the game.
38,Butler,Butler,7.44513086448863,6.54457588795546,13.9897067524441,-10.7615794891957,2.38780142753121,41,54,65.002466896322,343,45,22,9,#FFD7A5,#FFD6A3,#FFCB8B,#CEE4D9,#EFE2B8,Butler performs at a similar level against both good and bad teams.,Butler performs at a similar level regardless of the pace of the game.
39,Oklahoma,Oklahoma,5.67680740884462,8.21166022328358,13.8884676321282,37.5226653693114,-7.44849763230645,60,31,70.7636876071235,91,107,19,12,#FFE0BA,#FFCC8B,#FFCC8C,#F3878B,#DFDFBD,Oklahoma plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Oklahoma performs at a similar level regardless of the pace of the game.
40,East Tennessee State,East Tennessee State,7.70993472771167,6.1445720776972,13.8545068054089,58.8987932742125,7.72170052729781,38,58,67.475469526899,278,293,27,4,#FFD5A2,#FFD8A8,#FFCC8C,#D64561,#F1D9AF,East Tennessee State plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,East Tennessee State performs at a similar level regardless of the pace of the game.
41,NC State,NC State,8.66118383180229,5.14722357877439,13.8084074105767,42.0246159113779,3.10085410698873,28,73,70.5072064668468,108,126,19,12,#FFD096,#FFDFB6,#FFCC8D,#EE7982,#EFE1B7,NC State plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,NC State performs at a similar level regardless of the pace of the game.
42,Indiana,Indiana,5.61025002601213,8.10233759155117,13.7125876175633,-17.8180548389808,39.3087996720611,65,33,69.0352543606571,203,49,20,12,#FFE1BB,#FFCC8D,#FFCC8D,#AFD3D5,#FAA47E,Indiana plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Indiana plays better in faster paced games. They have stronger performances in games with more possessions but are worse in games with less possessions.
43,Wichita State,Wichita State,3.76543465360689,9.81521446621685,13.5806491198237,-22.1925642591992,2.53510275395311,95,16,70.1131723609484,134,148,23,8,#FFEAD1,#FFC275,#FFCD8E,#9BC8D3,#EFE2B8,Wichita State plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Wichita State performs at a similar level regardless of the pace of the game.
44,Arkansas,Arkansas,7.72726438290597,5.8094721434993,13.5367365264053,-19.0960570441762,9.31007068515091,37,59,71.7032722210308,60,37,20,12,#FFD5A2,#FFDBAD,#FFCD8F,#A9D0D4,#F1D7AD,Arkansas plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Arkansas performs at a similar level regardless of the pace of the game.
45,Cincinnati,Cincinnati,5.7703480123193,7.75168105645816,13.5220290687775,35.1951986913837,-24.5177912662034,59,39,69.1286629231519,200,103,20,10,#FFE0B9,#FFCF92,#FFCD8F,#F68E8F,#BCCCC0,Cincinnati plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Cincinnati plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
46,Xavier,Xavier,4.64107674706157,8.677625695629,13.3187024426906,-16.3398072407975,16.7640836774377,77,29,69.4188922608727,173,297,19,13,#FFE6C7,#FFC985,#FFCE91,#B5D7D6,#F4CAA1,Xavier plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Xavier plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
47,Notre Dame,Notre Dame,8.87541946028785,4.39164219225346,13.2670616525413,-25.1848284284819,-2.46798606354797,25,81,69.3598855763995,183,100,20,12,#FFCF94,#FFE3C1,#FFCE91,#90C1D0,#E9E4BC,Notre Dame plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Notre Dame performs at a similar level regardless of the pace of the game.
48,Utah State,Utah State,7.05565090746952,6.19481170768856,13.2504626151581,-23.0493124322381,-8.61958599540091,45,57,68.3770734692324,241,8,24,8,#FFD9AA,#FFD8A8,#FFCE91,#97C6D2,#DDDDBD,Utah State plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Utah State performs at a similar level regardless of the pace of the game.
49,Saint Mary's,Saint Mary's,10.2201012000267,3.00157564016218,13.2216768401888,-19.9546493636792,23.2464316007737,20,107,65.3060903771322,340,249,25,8,#FFC884,#FFECD4,#FFCE91,#A5CED4,#F5BF97,Saint Mary's plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Saint Mary's plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
50,Syracuse,Syracuse,8.74118261385261,4.45164480874629,13.1928274225989,-42.6516566552744,11.6926606456972,26,79,69.3348387849698,185,342,18,14,#FFD095,#FFE3C0,#FFCE92,#6490BE,#F2D3A9,Syracuse plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Syracuse performs at a similar level regardless of the pace of the game.
51,North Carolina,North Carolina,7.56689511069013,4.93065478411674,12.4975498948069,38.8318376493062,30.0495310525667,40,76,71.3111515523254,75,294,14,19,#FFD6A3,#FFE0B9,#FFD197,#F28388,#F7B48D,North Carolina plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,North Carolina plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
52,Oklahoma State,Oklahoma State,5.48186046716967,7.00272996953467,12.4845904367043,-84.2063149114314,-12.8205011152779,67,51,69.4126422688304,176,210,18,14,#FFE1BD,#FFD39C,#FFD197,#00429D,#D4D9BE,Oklahoma State plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Oklahoma State performs at a similar level regardless of the pace of the game.
53,Tennessee,Tennessee,5.07952019447028,7.00876688332889,12.0882870777992,-25.0854177797855,16.4906887052394,74,50,66.9109522828492,302,295,17,14,#FFE3C1,#FFD39C,#FFD29B,#90C1D1,#F3CBA2,Tennessee plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Tennessee performs at a similar level regardless of the pace of the game.
54,USC,USC,2.78247076649654,8.97720990851546,11.759680675012,25.2115251587714,-17.5161864336419,112,23,70.2435529227654,124,228,22,9,#FFF0DD,#FFC781,#FFD49D,#FFAEA4,#CAD4BF,USC plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,USC performs at a similar level regardless of the pace of the game.
55,Alabama,Alabama,8.20208818030384,3.44973003514392,11.6518182154478,58.2997522455203,41.4898964355248,33,96,75.5592379697495,3,218,16,15,#FFD39C,#FFE9CE,#FFD49E,#D74662,#FBA07B,Alabama plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Alabama plays better in faster paced games. They have stronger performances in games with more possessions but are worse in games with less possessions.
56,Washington,Washington,3.73614254077425,7.83428518703358,11.5704277278078,27.8774109244887,-5.33874746364897,96,36,70.2187510652193,126,129,15,17,#FFEBD2,#FFCE91,#FFD49F,#FFA69E,#E3E1BC,Washington plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Washington performs at a similar level regardless of the pace of the game.
57,Richmond,Richmond,6.29456538412196,5.17508698441409,11.469652368536,-20.3976550456361,-30.6315422938288,52,72,70.2160074469037,127,97,24,7,#FFDDB3,#FFDEB6,#FFD5A0,#A3CDD4,#AFC6C1,Richmond plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Richmond plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
58,Memphis,Memphis,-0.728571920074627,12.0528774433635,11.3243055232889,-7.75071024320708,13.6952637672155,186,5,73.8776212846482,18,47,21,10,#F8FAFD,#FFB456,#FFD5A1,#DCECDB,#F3CFA6,Memphis performs at a similar level against both good and bad teams.,Memphis performs at a similar level regardless of the pace of the game.
59,Georgia Tech,Georgia Tech,1.31925705149054,9.90135965684968,11.2206167083402,0.587299229159503,-4.19294497731055,152,13,70.6971891642714,96,301,16,14,#FFF7EF,#FFC174,#FFD6A2,#FFFDDE,#E6E2BC,Georgia Tech performs at a similar level against both good and bad teams.,Georgia Tech performs at a similar level regardless of the pace of the game.
60,South Carolina,South Carolina,3.41920889895532,7.50567819860616,10.9248870975615,41.176062694273,-11.6405746469914,104,44,73.3489174153785,27,258,18,13,#FFECD5,#FFD095,#FFD7A4,#EF7C83,#D6DABE,South Carolina plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,South Carolina performs at a similar level regardless of the pace of the game.
61,Connecticut,Connecticut,5.65002713798153,5.25236241642647,10.902389554408,21.3601323617291,-43.321830624282,61,69,69.0974813825605,202,164,19,12,#FFE0BB,#FFDEB5,#FFD7A5,#FFBAAD,#95B9C3,Connecticut plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Connecticut plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
62,Texas,Texas,1.96636279150524,8.83945747234299,10.8058202638482,3.74873077408785,-63.7013766064955,134,25,67.3459534434502,287,217,19,12,#FFF4E7,#FFC883,#FFD7A5,#FFF3D7,#70A6C7,Texas performs at a similar level against both good and bad teams.,Texas plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
63,Davidson,Davidson,9.73782175007118,1.01824690119787,10.756068651269,-38.5798134690337,-44.9167663995388,21,145,65.9790460534382,330,5,16,14,#FFCB89,#FFF8F0,#FFD7A6,#6E9BC3,#91B7C4,Davidson plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Davidson plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
64,Saint Louis,Saint Louis,2.98062199312611,7.77448820026293,10.755110193389,68.1639434136348,-0.446576344682435,110,38,68.9187988585364,209,232,22,8,#FFEFDB,#FFCE92,#FFD7A6,#BE2C53,#EEE6BC,Saint Louis plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Saint Louis performs at a similar level regardless of the pace of the game.
65,Stanford,Stanford,1.19339971859613,9.32749948114901,10.5208991997451,20.8380375308765,5.97080275651918,155,20,69.2224731152566,194,202,20,12,#FFF8F0,#FFC57C,#FFD8A8,#FFBCAF,#F0DCB2,Stanford plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Stanford performs at a similar level regardless of the pace of the game.
66,New Mexico State,New Mexico State,6.15028240654458,4.24393129511796,10.3942137016625,3.60271271266138,-51.747796797538,53,83,65.3423978658049,338,165,23,6,#FFDEB4,#FFE4C3,#FFD9A9,#FFF3D7,#83B0C5,New Mexico State performs at a similar level against both good and bad teams.,New Mexico State plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
67,VCU,VCU,2.73480649925111,7.63754550851249,10.3723520077636,-35.0190753429138,19.6068043825488,113,41,70.0578547647729,139,25,18,13,#FFF0DE,#FFCF94,#FFD9A9,#77A5C6,#F4C59D,VCU plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,VCU plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
68,Rhode Island,Rhode Island,2.73388326671975,7.6128165160581,10.3466997827779,-17.9375590793959,11.7439515448611,114,43,72.3014674577226,43,331,21,9,#FFF0DE,#FFCF94,#FFD9A9,#AED3D5,#F2D3A9,Rhode Island plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Rhode Island performs at a similar level regardless of the pace of the game.
69,Clemson,Clemson,1.69852749685368,8.41829819629531,10.116825693149,-19.9325959518369,-3.00673634831568,144,30,67.4217639797521,284,110,16,15,#FFF5EA,#FFCA89,#FFDAAB,#A5CED4,#E8E3BC,Clemson plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Clemson performs at a similar level regardless of the pace of the game.
70,Yale,Yale,5.91777975168119,4.06751982864553,9.98529958032672,11.7503567753232,13.8166825327999,55,87,68.2522764545485,244,220,21,7,#FFDFB7,#FFE5C6,#FFDAAC,#FFD9C4,#F3CFA6,Yale performs at a similar level against both good and bad teams.,Yale performs at a similar level regardless of the pace of the game.
71,Arizona State,Arizona State,3.47660356871194,6.3381678665979,9.81477143530984,-18.1366171529824,21.6494373425376,102,56,74.0941572074893,13,150,20,11,#FFECD5,#FFD7A6,#FFDBAD,#ADD2D5,#F5C29A,Arizona State plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Arizona State plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
72,Northern Iowa,Northern Iowa,6.6206346399148,3.05267560436958,9.67331024428438,40.1435551785044,-9.37650870347692,48,106,67.4362204885148,283,292,23,6,#FFDBAF,#FFECD4,#FFDBAF,#F07F85,#DBDDBD,Northern Iowa plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Northern Iowa performs at a similar level regardless of the pace of the game.
73,Vermont,Vermont,3.91492555602555,5.72276071800454,9.63768627403009,-19.9020835107154,9.90983315595884,92,62,68.1052363718372,250,183,25,7,#FFEACF,#FFDBAE,#FFDBAF,#A5CED4,#F1D6AC,Vermont plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Vermont performs at a similar level regardless of the pace of the game.
