rank,team,tooltip_team,obpr,dbpr,bpr,opponent_adjust,pace_adjust,off_rank,def_rank,tempo,tempo_rank,home_rank,runs_per_game,runs_conceded_per_game,runs_margin,runs_total,runs_conceded_total,wins,losses,color_O,color_D,color_Diff,color_str_Diff,color_tempo_Diff,tooltip_str_Diff,tooltip_tempo_Diff
11,Kansas,Kansas,9.92055607402927,11.8538755359933,21.7744316100226,-13.6812978859091,61.0610284837995,21,10,69.9885971307823,83,333,0.631578947368421,0.210526315789474,0.421052631578947,24,8,28,8,#FFCA87,#FFB75E,#FFB353,#B5D6D6,#FBA27D,Kansas plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Kansas plays better in faster paced games. They have stronger performances in games with more possessions but are worse in games with less possessions.
12,Miami (Fla.),Miami (Fla.),15.7986497895765,5.50174379006858,21.3003935796451,99.009900990099,27.6334238113668,2,64,69.2642512566358,128,338,0.605263157894737,0.236842105263158,0.368421052631579,23,9,28,8,#FFAB41,#FFDEB4,#FFB457,#93003A,#F4C89F,Miami (Fla.) plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Miami (Fla.) plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
13,Creighton,Creighton,10.6349462626599,9.93884490205224,20.5737911647122,-19.9756646818499,-17.2662237534422,18,21,68.6432988585495,165,46,0.5,0.263157894736842,0.236842105263158,19,10,24,13,#FFC67F,#FFC378,#FFB75D,#93C4D2,#D1D7BE,Creighton plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Creighton performs at a similar level regardless of the pace of the game.
14,Marquette,Marquette,11.3713149686834,7.17129885381796,18.5426138225013,47.4809047124201,-51.2921602202154,14,45,69.4833445209442,114,326,0.648648648648649,0.432432432432432,0.216216216216216,24,16,29,7,#FFC276,#FFD39D,#FFBE6D,#C33156,#96B9C3,Marquette plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Marquette plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
15,Memphis,Memphis,9.0533423138149,9.2431189247881,18.296461238603,62.8749125521115,-27.7900059934768,28,24,72.1458110754264,21,323,0.444444444444444,0.277777777777778,0.166666666666667,16,10,26,9,#FFCE92,#FFC781,#FFBF6F,#93003A,#BECEC0,Memphis plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Memphis plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
16,Virginia,Virginia,7.45802189562234,10.605195383129,18.0632172787513,31.13265504131,10.4703385081716,45,16,62.7627766684435,360,58,0.514285714285714,0.171428571428571,0.342857142857143,18,6,25,8,#FFD7A5,#FFBF6F,#FFC070,#EC757F,#F1DBB1,Virginia plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Virginia performs at a similar level regardless of the pace of the game.
17,Kentucky,Kentucky,11.390065454778,6.55725544826356,17.9473209030415,15.6817583225524,15.2875636290146,13,54,67.1751156091183,247,149,0.485714285714286,0.257142857142857,0.228571428571429,17,9,22,12,#FFC276,#FFD7A6,#FFC071,#FFB9AC,#F2D5AC,Kentucky plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Kentucky performs at a similar level regardless of the pace of the game.
18,Baylor,Baylor,13.8888453870336,3.80268149923255,17.6915268862661,-35.3708507494292,37.6474061600367,6,81,67.8888521450577,198,57,0.617647058823529,0.382352941176471,0.235294117647059,21,13,23,11,#FFB558,#FFE8CB,#FFC173,#6490BE,#F6BC95,Baylor plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Baylor plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
19,San Diego State,San Diego State,4.91879924184923,12.7568857355664,17.6756849774156,16.7049403848182,-18.9389638537253,75,6,66.7897356654164,271,79,0.564102564102564,0.153846153846154,0.41025641025641,22,6,31,7,#FFE4C3,#FFB251,#FFC174,#FFB4A9,#CED6BE,San Diego State plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,San Diego State performs at a similar level regardless of the pace of the game.
20,Xavier,Xavier,12.0152016388451,5.53989306116927,17.5550947000143,54.0459025827125,31.4896953915213,10,63,71.2859454574893,35,258,0.435897435897436,0.333333333333333,0.102564102564103,17,13,27,10,#FFBF6E,#FFDDB3,#FFC174,#AB1948,#F5C39B,Xavier plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Xavier plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
21,North Carolina,North Carolina,9.04237750162387,8.41130356591808,17.4536810675419,-11.6935537179849,-8.52052435153369,29,34,69.7339427128365,98,70,0.470588235294118,0.264705882352941,0.205882352941176,16,9,20,13,#FFCE92,#FFCC8C,#FFC275,#BFDCD7,#E0DFBD,North Carolina performs at a similar level against both good and bad teams.,North Carolina performs at a similar level regardless of the pace of the game.
22,TCU,TCU,7.82523254275173,9.4868589379806,17.3120914807323,39.5680289722624,55.9968198604732,36,23,70.3582425120369,63,40,0.513513513513513,0.243243243243243,0.27027027027027,19,9,22,13,#FFD5A0,#FFC67E,#FFC276,#DE5067,#FAA882,TCU plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,TCU plays better in faster paced games. They have stronger performances in games with more possessions but are worse in games with less possessions.
23,Michigan State,Michigan State,9.68513812766187,7.50499615483452,17.1901342824964,24.0844303326846,-4.88121904144954,24,42,66.0722782982743,307,93,0.555555555555556,0.444444444444444,0.111111111111111,20,16,21,13,#FFCB8A,#FFD199,#FFC377,#F89493,#E6E2BC,Michigan State plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Michigan State performs at a similar level regardless of the pace of the game.
24,Auburn,Auburn,7.92845271921642,9.17267485607676,17.1011275752932,3.45673030227542,39.2612690067595,35,26,68.9407546004985,146,122,0.5,0.205882352941176,0.294117647058824,17,7,21,13,#FFD49F,#FFC782,#FFC378,#FFEFD4,#F6BB93,Auburn performs at a similar level against both good and bad teams.,Auburn plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
25,Florida Atlantic,Florida Atlantic,8.80852904012849,8.06482078414129,16.8733498242698,13.9014142224281,-5.66026687144413,30,36,68.901381785289,149,174,0.846153846153846,0.256410256410256,0.58974358974359,33,10,33,4,#FFD095,#FFCE91,#FFC47A,#FFC1B2,#E5E1BC,Florida Atlantic plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Florida Atlantic performs at a similar level regardless of the pace of the game.
26,Arkansas,Arkansas,6.55213057567346,10.1840876734047,16.7362182490781,-27.3202401353638,36.0372029354969,56,19,70.4018022757596,61,45,0.648648648648649,0.378378378378378,0.27027027027027,24,14,22,14,#FFDCB0,#FFC174,#FFC47B,#7CABC8,#F6BE97,Arkansas plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Arkansas plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
27,Indiana,Indiana,8.60804137173554,8.08384397091559,16.6918853426511,-34.3059562800935,-38.544700165455,32,35,69.0661914279194,140,80,0.75,0.388888888888889,0.361111111111111,27,14,23,12,#FFD197,#FFCE91,#FFC47B,#6794C0,#ACC4C1,Indiana plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Indiana plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
28,Saint Mary's,Saint Mary's,5.48606353646426,11.0654302108085,16.5514937472728,-37.2013034553851,31.9871187099236,66,14,63.3187492543977,358,34,0.5625,0.28125,0.28125,18,9,26,8,#FFE1BD,#FFBC68,#FFC57C,#5E8ABC,#F5C39B,Saint Mary's plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Saint Mary's plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
29,Texas A&M,Texas A&M,8.11628074566898,7.9735523740605,16.0898331197295,-2.42537721184187,-16.8578445104446,34,38,67.3562284730654,233,286,0.472222222222222,0.138888888888889,0.333333333333333,17,5,25,10,#FFD39D,#FFCF92,#FFC780,#F1F7DE,#D1D8BE,Texas A&M performs at a similar level against both good and bad teams.,Texas A&M performs at a similar level regardless of the pace of the game.
30,North Texas,North Texas,5.82995322019372,10.2368822404625,16.0668354606562,19.0279960890233,15.3109958127812,63,18,60.6140771921642,362,169,0.657894736842105,0.368421052631579,0.289473684210526,25,14,29,7,#FFE0B8,#FFC174,#FFC780,#FFAAA1,#F2D5AC,North Texas plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,North Texas performs at a similar level regardless of the pace of the game.
31,Kansas State,Kansas State,7.66833400133427,8.03566312523983,15.7039971265741,21.5929167769808,26.1516159591445,40,37,70.4534862197894,60,16,0.5,0.5,0,18,18,26,10,#FFD6A2,#FFCE91,#FFC883,#FC9F9A,#F4C9A1,Kansas State plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Kansas State plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
32,Michigan,Michigan,7.72180167589927,7.80867044393151,15.5304721198308,85.2979796672009,19.4687808114503,39,39,68.696948482657,159,181,0.617647058823529,0.441176470588235,0.176470588235294,21,15,18,16,#FFD6A2,#FFD095,#FFC984,#93003A,#F2D1A8,Michigan plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Michigan performs at a similar level regardless of the pace of the game.
33,Iowa State,Iowa State,3.2395337716812,12.2609378926632,15.5004716643444,-7.41450447005867,41.7836997419914,107,8,65.4373387415378,326,49,0.588235294117647,0.441176470588235,0.147058823529412,20,15,19,14,#FFEDD8,#FFB558,#FFC985,#D6E9DA,#F7B891,Iowa State performs at a similar level against both good and bad teams.,Iowa State plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
34,Iowa,Iowa,14.2733137177856,1.14837589928269,15.4216896170683,36.8664824095195,14.0208444387267,5,141,70.4744287385528,57,68,0.636363636363636,0.363636363636364,0.272727272727273,21,12,19,14,#FFB353,#FFF8EF,#FFC985,#E35B6F,#F1D7AD,Iowa plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Iowa performs at a similar level regardless of the pace of the game.
35,West Virginia,West Virginia,10.0955414678816,5.1802682861871,15.2758097540686,-21.961653802309,6.68804050058513,20,70,69.0472599319644,141,116,0.314285714285714,0.228571428571429,0.0857142857142857,11,8,19,15,#FFC985,#FFDFB8,#FFC986,#8DBDCF,#F0DFB5,West Virginia plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,West Virginia performs at a similar level regardless of the pace of the game.
36,Illinois,Illinois,6.11920123532747,9.02238677544869,15.1415880107762,-19.9392938816899,14.4984670649262,61,27,70.2157180801792,73,203,0.666666666666667,0.575757575757576,0.0909090909090908,22,19,20,13,#FFDEB5,#FFC884,#FFCA87,#93C4D2,#F1D6AD,Illinois plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Illinois performs at a similar level regardless of the pace of the game.
37,Maryland,Maryland,7.44243294009596,7.68635794478983,15.1287908848858,-44.1045044971707,-99.009900990099,46,40,65.5993858674041,322,19,0.72972972972973,0.297297297297297,0.432432432432432,27,11,22,13,#FFD7A5,#FFD096,#FFCA88,#4474B3,#70A6C7,Maryland plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Maryland plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
38,Clemson,Clemson,7.72182074258572,7.33178529080264,15.0536060333884,79.8664077859121,32.6746203216785,38,43,68.5950893493195,167,21,0.722222222222222,0.277777777777778,0.444444444444444,26,10,23,11,#FFD6A2,#FFD39B,#FFCA88,#93003A,#F5C29A,Clemson plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Clemson plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
39,Utah State,Utah State,9.64694596160401,4.88211807311632,14.5290640347203,23.0075120508107,53.6809201030289,25,73,69.3102825657546,123,164,0.5,0.382352941176471,0.117647058823529,17,13,25,9,#FFCB8B,#FFE1BC,#FFCC8C,#FA9896,#F9AB84,Utah State plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Utah State plays better in faster paced games. They have stronger performances in games with more possessions but are worse in games with less possessions.
40,USC,USC,7.48251940441476,7.00385189990015,14.4863713043149,21.5406635804231,-15.1183082426799,44,46,68.9520024786661,145,242,0.647058823529412,0.529411764705882,0.117647058823529,22,18,22,11,#FFD7A5,#FFD49F,#FFCC8D,#FC9F9A,#D4D9BE,USC plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,USC performs at a similar level regardless of the pace of the game.
41,Penn State,Penn State,10.988231696895,3.48659102694103,14.4748227238361,35.7587070881378,13.4527517224156,16,88,65.7765632472548,314,76,0.5,0.342105263157895,0.157894736842105,19,13,23,14,#FFC47B,#FFEACF,#FFCC8D,#E46072,#F1D7AE,Penn State plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Penn State performs at a similar level regardless of the pace of the game.
42,VCU,VCU,3.02139654881961,11.3869422853514,14.4083388341711,25.1864967157695,16.5701194277878,112,13,69.038430477962,143,238,0.457142857142857,0.428571428571429,0.0285714285714286,16,15,27,8,#FFEEDA,#FFBA64,#FFCC8D,#F68F90,#F2D4AB,VCU plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,VCU performs at a similar level regardless of the pace of the game.
43,Rutgers,Rutgers,2.06781367215028,12.2077788434428,14.275592515593,-38.203401750649,-5.87680291058746,130,9,67.1835504611527,246,95,0.657142857142857,0.2,0.457142857142857,23,7,19,15,#FFF4E6,#FFB559,#FFCD8E,#5B87BB,#E4E1BC,Rutgers plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Rutgers performs at a similar level regardless of the pace of the game.
44,Northwestern,Northwestern,4.59645190524754,9.60707572865038,14.2035276338979,6.60933134387563,83.4875654382956,85,22,65.7494791089419,315,288,0.428571428571429,0.342857142857143,0.0857142857142857,15,12,22,12,#FFE6C7,#FFC57C,#FFCD8F,#FFE1CA,#FE926E,Northwestern performs at a similar level against both good and bad teams.,Northwestern plays better in faster paced games. They have stronger performances in games with more possessions but are worse in games with less possessions.
45,NC State,NC State,9.13340496868337,4.81346872348814,13.9468736921715,-2.39212882752881,39.7687968454612,27,74,70.2421417236341,71,195,0.628571428571429,0.4,0.228571428571429,22,14,23,11,#FFCE91,#FFE2BD,#FFCE91,#F2F7DE,#F6BA93,NC State performs at a similar level against both good and bad teams.,NC State plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
46,Drake,Drake,6.13440547648148,7.67498160297552,13.809387079457,22.6054440835277,-64.8186105444818,60,41,67.2834672267815,237,101,0.529411764705882,0.323529411764706,0.205882352941176,18,11,26,8,#FFDEB5,#FFD096,#FFCF92,#FB9A97,#7EADC5,Drake plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Drake plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
47,Oregon,Oregon,7.49633477189587,6.10373735561982,13.6000721275157,-41.7478355882163,7.89230560198809,43,59,67.2818056367024,238,52,0.487179487179487,0.307692307692308,0.179487179487179,19,12,21,15,#FFD7A4,#FFDAAC,#FFCF94,#4E7BB6,#F0DEB3,Oregon plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Oregon performs at a similar level regardless of the pace of the game.
48,Providence,Providence,9.20997878971403,4.38998547227045,13.5999642619845,-10.9123435833667,51.6452342313702,26,76,68.1074339745138,189,268,0.575757575757576,0.333333333333333,0.242424242424242,19,11,21,12,#FFCE90,#FFE4C3,#FFCF94,#C4DED8,#F9AD87,Providence performs at a similar level against both good and bad teams.,Providence plays better in faster paced games. They have stronger performances in games with more possessions but are worse in games with less possessions.
49,UAB,UAB,6.86869212807604,6.70517308006765,13.5738652081437,-16.2558897439877,-5.28988339736148,55,51,71.6601880503731,30,167,0.75,0.2,0.55,30,8,28,10,#FFDAAC,#FFD6A4,#FFCF94,#A7CFD4,#E5E2BC,UAB plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,UAB performs at a similar level regardless of the pace of the game.
50,Dayton,Dayton,6.27494233718872,6.84459259095828,13.119534928147,-11.409458614735,16.9082583365899,59,47,63.966149133129,353,82,0.676470588235294,0.176470588235294,0.5,23,6,22,12,#FFDDB3,#FFD5A2,#FFD197,#C1DDD8,#F2D4AA,Dayton performs at a similar level against both good and bad teams.,Dayton performs at a similar level regardless of the pace of the game.
51,Villanova,Villanova,7.78613820708955,5.25207670391125,13.0382149110008,12.7690566035597,-38.1107180122097,37,68,64.9684798107676,335,154,0.428571428571429,0.228571428571429,0.2,15,8,17,17,#FFD5A1,#FFDFB7,#FFD198,#FFC6B6,#ADC5C1,Villanova plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Villanova plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
52,Oklahoma State,Oklahoma State,2.10461316632559,10.8980701111697,13.0026832774953,-36.3684871829496,-20.3768395211232,129,15,68.3993422959768,177,221,0.540540540540541,0.432432432432432,0.108108108108108,20,16,20,16,#FFF3E5,#FFBD6B,#FFD198,#618DBD,#CBD4BF,Oklahoma State plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Oklahoma State performs at a similar level regardless of the pace of the game.
53,Cincinnati,Cincinnati,6.96071550169027,6.02879568259978,12.98951118429,-31.3957630517446,32.8643733831488,52,60,69.3340836539514,122,65,0.542857142857143,0.371428571428571,0.171428571428571,19,13,22,13,#FFDAAB,#FFDAAD,#FFD198,#709DC3,#F5C29A,Cincinnati plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Cincinnati plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
54,Ohio State,Ohio State,9.84839961431476,3.11963173986679,12.9680313541816,-38.4062491474363,18.4299216462198,22,97,66.8781733312731,264,59,0.555555555555556,0.444444444444444,0.111111111111111,20,16,16,19,#FFCA88,#FFECD4,#FFD199,#5A86BB,#F2D2A9,Ohio State plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Ohio State performs at a similar level regardless of the pace of the game.
55,Seton Hall,Seton Hall,2.40328333717071,10.4813960667644,12.8846794039351,-42.7831286078732,-41.8282680018843,124,17,67.6678971416692,217,352,0.65625,0.40625,0.25,21,13,16,16,#FFF2E2,#FFC070,#FFD299,#4A78B5,#A6C1C2,Seton Hall plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Seton Hall plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
56,Mississippi State,Mississippi State,1.22529817227146,11.6188097401386,12.84410791241,-19.2267822739567,-2.00608768139677,144,11,65.0677188732676,333,210,0.257142857142857,0.4,-0.142857142857143,9,14,21,13,#FFF8F0,#FFB961,#FFD29A,#97C6D2,#EBE5BC,Mississippi State plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Mississippi State performs at a similar level regardless of the pace of the game.
57,Texas Tech,Texas Tech,6.91244691057297,5.76232821973159,12.6747751303046,-58.1144778112772,72.225150940043,53,62,67.7818700163078,203,249,0.5,0.5,0,16,16,16,16,#FFDAAB,#FFDCB0,#FFD29B,#08489F,#FD9671,Texas Tech plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Texas Tech plays better in faster paced games. They have stronger performances in games with more possessions but are worse in games with less possessions.
58,Utah Valley,Utah Valley,3.12818391633563,9.20931421294165,12.3374981292773,65.0892171403118,23.6272221274171,111,25,71.1377734666844,39,129,0.4,0.228571428571429,0.171428571428571,14,8,25,9,#FFEED9,#FFC782,#FFD49D,#93003A,#F3CCA3,Utah Valley plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Utah Valley performs at a similar level regardless of the pace of the game.
59,Missouri,Missouri,10.7619072488006,1.28913010904338,12.051037357844,6.98789159165575,-44.0671461784556,17,137,69.9650452638246,84,227,0.694444444444444,0.472222222222222,0.222222222222222,25,17,25,10,#FFC57D,#FFF7ED,#FFD5A0,#FFDFC9,#A2BFC2,Missouri performs at a similar level against both good and bad teams.,Missouri plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
60,Virginia Tech,Virginia Tech,9.80945236406254,2.19565690908577,12.0051092731483,-2.49147097078298,-40.605958441267,23,119,67.6336701457949,221,42,0.558823529411765,0.117647058823529,0.441176470588235,19,4,19,15,#FFCA89,#FFF1E1,#FFD5A0,#F1F7DE,#A8C3C2,Virginia Tech performs at a similar level against both good and bad teams.,Virginia Tech plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
61,Wisconsin,Wisconsin,2.89749903979211,8.98820505996802,11.8857040997601,46.9309206319767,22.6140001687745,116,28,64.6614093103678,344,214,0.314285714285714,0.542857142857143,-0.228571428571429,11,19,20,15,#FFEFDC,#FFC985,#FFD5A1,#C53357,#F3CDA4,Wisconsin plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Wisconsin performs at a similar level regardless of the pace of the game.
62,Boise State,Boise State,5.36335438232226,6.48016009945386,11.8435144817761,3.84285505236324,17.7129502363354,68,55,66.9369229554824,262,47,0.441176470588235,0.352941176470588,0.088235294117647,15,12,23,10,#FFE2BE,#FFD8A7,#FFD5A1,#FFEDD3,#F2D3A9,Boise State performs at a similar level against both good and bad teams.,Boise State performs at a similar level regardless of the pace of the game.
63,Florida,Florida,3.3978961214395,8.42356555170576,11.8214616731453,-66.1977205320692,-41.8788056621317,104,33,70.3575672487807,64,151,0.666666666666667,0.454545454545455,0.212121212121212,22,15,16,17,#FFECD6,#FFCC8C,#FFD5A2,#00429D,#A6C1C2,Florida plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Florida plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
