rank,team,tooltip_team,obpr,dbpr,bpr,opponent_adjust,pace_adjust,off_rank,def_rank,tempo,tempo_rank,home_rank,wins,losses,color_O,color_D,color_Diff,color_str_Diff,color_tempo_Diff,tooltip_str_Diff,tooltip_tempo_Diff
29,Tennessee,Tennessee,5.73890779698198,11.2658615876558,17.0047693846378,-56.9814487882561,8.80574033764604,65,6,68.9650256878939,208,66,18,9,#FFE3C0,#FFB65B,#FFC47B,#3669AE,#F0DDB3,Tennessee plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Tennessee performs at a similar level regardless of the pace of the game.
30,Oklahoma State,Oklahoma State,7.07443616747429,9.66657311427025,16.7410092817445,56.3937059252636,-23.3389028323202,49,13,73.0588036240005,27,299,21,9,#FFDDB2,#FFC072,#FFC57D,#BB2951,#BCCDC0,Oklahoma State plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Oklahoma State plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
31,Connecticut,Connecticut,9.57769506170043,6.76010391101746,16.3377989727179,-8.84089652451716,42.4396803128173,24,42,66.9980340601346,301,222,15,8,#FFD197,#FFD39C,#FFC780,#D7E9DA,#F6BA93,Connecticut performs at a similar level against both good and bad teams.,Connecticut plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
32,Florida,Florida,8.11931823389638,8.07284157095908,16.1921598048555,2.92903014305492,10.7179660843231,36,30,70.1181456883353,145,262,15,10,#FFD8A6,#FFCB89,#FFC781,#FFF3D7,#F0DBB1,Florida performs at a similar level against both good and bad teams.,Florida performs at a similar level regardless of the pace of the game.
33,Saint Bonaventure,Saint Bonaventure,8.42859113006397,7.67775110752265,16.1063422375866,-19.7866149608167,-21.8433950264504,32,33,65.7981072094883,332,17,16,5,#FFD6A3,#FFCD8F,#FFC882,#A6CED4,#BFCEC0,Saint Bonaventure plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Saint Bonaventure plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
34,BYU,BYU,8.5257133668265,7.27278658179785,15.7984999486243,-46.3884125853035,-19.7222194067929,31,35,70.0565268736254,147,332,19,7,#FFD6A2,#FFD095,#FFC985,#5A85BA,#C4D1BF,BYU plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,BYU plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
35,Syracuse,Syracuse,9.96205610727612,5.51049106341151,15.4725471706876,-17.502320658497,-45.0523859760051,20,62,70.1367612333438,144,29,18,10,#FFCF92,#FFDBAE,#FFCA87,#B0D4D5,#8DB4C4,Syracuse plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Syracuse plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
36,Arizona,Arizona,9.55342373600746,5.54848602519656,15.101909761204,-9.31014619842968,-7.84997276676454,25,60,69.3284420940816,192,245,17,9,#FFD197,#FFDBAE,#FFCB8A,#D5E8DA,#DDDEBD,Arizona performs at a similar level against both good and bad teams.,Arizona performs at a similar level regardless of the pace of the game.
37,San Diego State,San Diego State,6.45269495691178,8.17831334137774,14.6310082982895,-43.8402395705737,21.6415411066777,57,29,67.4689668703225,290,228,22,5,#FFE0B9,#FFCA88,#FFCD8E,#608CBD,#F3D0A7,San Diego State plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,San Diego State performs at a similar level regardless of the pace of the game.
38,Rutgers,Rutgers,4.76718115786647,9.70536960954158,14.472550767408,11.5410087421847,-4.28801457021762,81,12,68.7626956956837,223,33,16,12,#FFE8CB,#FFC072,#FFCD8F,#FFD1BE,#E5E2BC,Rutgers performs at a similar level against both good and bad teams.,Rutgers performs at a similar level regardless of the pace of the game.
39,Oklahoma,Oklahoma,8.08881930190565,6.26321545338486,14.3520347552905,-4.21709232151841,15.120232728716,37,46,68.8415656376246,218,25,16,11,#FFD8A7,#FFD6A4,#FFCE90,#ECF4DD,#F1D7AD,Oklahoma performs at a similar level against both good and bad teams.,Oklahoma performs at a similar level regardless of the pace of the game.
40,Georgia Tech,Georgia Tech,8.1341910440078,5.68517615807569,13.8193672020835,36.7289527535757,-13.0757654379617,35,58,68.5576557303543,232,296,17,9,#FFD8A6,#FFDAAC,#FFCF94,#EA6F7C,#D2D8BE,Georgia Tech plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Georgia Tech performs at a similar level regardless of the pace of the game.
41,Virginia Tech,Virginia Tech,7.77264483213208,5.95270325707876,13.7253480892108,-24.1474363398788,49.9922802894289,40,53,67.5122549877199,287,42,15,7,#FFD9AA,#FFD8A8,#FFD095,#92C3D1,#F8B28B,Virginia Tech plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Virginia Tech plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
42,Kentucky,Kentucky,5.69710190042644,7.90660664785448,13.6037085482809,-3.159543181047,-2.86476323418783,67,32,69.5002923548214,181,263,9,16,#FFE3C1,#FFCC8C,#FFD095,#F0F7DE,#E8E3BC,Kentucky performs at a similar level against both good and bad teams.,Kentucky performs at a similar level regardless of the pace of the game.
43,Maryland,Maryland,7.75417016924307,5.81533787779184,13.5695080470349,-48.0375487388739,-27.8413615854697,42,57,66.2725516545176,322,175,16,14,#FFD9AA,#FFD9AA,#FFD096,#5681B9,#B2C8C1,Maryland plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Maryland plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
44,Indiana,Indiana,5.83722340686004,7.12496276220589,12.9621861690659,-12.4689510945769,44.9791000513722,63,36,67.8450336202676,269,240,12,15,#FFE3BF,#FFD197,#FFD29A,#C6E0D8,#F7B790,Indiana performs at a similar level against both good and bad teams.,Indiana plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
45,Ole Miss,Ole Miss,3.61069936164379,9.16362821894989,12.7743275805937,-31.0894764967299,-19.1740859665094,104,19,66.978131729944,302,97,16,12,#FFEDD7,#FFC479,#FFD39C,#81B0CA,#C5D1BF,Ole Miss plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Ole Miss performs at a similar level regardless of the pace of the game.
46,Penn State,Penn State,8.02227101210024,4.6653198247332,12.6875908368334,4.50322406772184,-16.2717736855039,39,74,70.1944420897541,141,290,11,14,#FFD8A7,#FFE1BB,#FFD39D,#FFEDD3,#CBD4BF,Penn State performs at a similar level against both good and bad teams.,Penn State performs at a similar level regardless of the pace of the game.
47,Utah,Utah,8.92183982592845,3.70435047690095,12.6261903028294,11.7507419580544,15.8475253284037,29,87,68.8692802809402,215,39,12,13,#FFD49E,#FFE7C9,#FFD39D,#FFD1BE,#F1D6AC,Utah performs at a similar level against both good and bad teams.,Utah performs at a similar level regardless of the pace of the game.
48,Louisville,Louisville,5.26088293120402,7.11410063290245,12.3749835641065,-60.4171130223953,-4.29244852483362,73,37,67.9078886994767,266,12,13,7,#FFE5C5,#FFD197,#FFD49F,#2960AA,#E5E2BC,Louisville plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Louisville performs at a similar level regardless of the pace of the game.
49,Saint Louis,Saint Louis,5.95831406672525,6.27228722519191,12.2306012919172,-53.2765920958291,-24.0072813516214,61,45,69.6667541683331,173,5,14,7,#FFE2BE,#FFD6A3,#FFD5A0,#4373B2,#BACCC0,Saint Louis plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Saint Louis plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
50,Seton Hall,Seton Hall,5.70056139786212,6.52735607168104,12.2279174695432,-6.66362671165665,-7.06052718488939,66,44,68.5445166986427,234,153,14,13,#FFE3C1,#FFD5A0,#FFD5A0,#E1EEDC,#DFDFBD,Seton Hall performs at a similar level against both good and bad teams.,Seton Hall performs at a similar level regardless of the pace of the game.
51,Clemson,Clemson,3.02458540509077,9.17331703834135,12.1979024434321,-14.3956697841868,43.7044008279974,107,18,66.4876224181103,317,15,16,8,#FFF0DE,#FFC479,#FFD5A0,#BEDBD7,#F7B991,Clemson performs at a similar level against both good and bad teams.,Clemson plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
52,NC State,NC State,6.66310472752875,5.36404632964246,12.0271510571712,-52.4481730084398,11.3267777421052,55,63,69.9004836108963,158,324,14,11,#FFDFB6,#FFDCB1,#FFD5A2,#4675B3,#F1DBB1,NC State plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,NC State performs at a similar level regardless of the pace of the game.
53,Missouri,Missouri,6.6682626275688,5.34244152341884,12.0107041509876,29.9227257009005,43.3890410587619,54,65,69.4729682266581,186,297,16,10,#FFDFB6,#FFDCB1,#FFD6A2,#F48A8C,#F7B992,Missouri plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Missouri plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
54,SMU,SMU,7.23052420399121,4.70964096509662,11.9401651690878,-29.0051031592221,-7.95371352324116,46,73,71.0546292264839,98,207,11,6,#FFDCB0,#FFE0BA,#FFD6A2,#86B6CC,#DDDEBD,SMU plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,SMU performs at a similar level regardless of the pace of the game.
55,VCU,VCU,1.0686609456949,10.3719832249467,11.4406441706416,12.7604621659704,-54.6916305051204,139,9,71.3679406681943,86,83,19,7,#FFF9F3,#FFBC68,#FFD7A6,#FFCDBB,#78AAC6,VCU performs at a similar level against both good and bad teams.,VCU plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
56,Utah State,Utah State,1.78683042263731,9.5475759916214,11.3344064142587,-67.6526178582815,-6.52943450485837,123,14,69.7618830738436,167,64,19,9,#FFF6EB,#FFC174,#FFD8A7,#0F4DA2,#E0DFBD,Utah State plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Utah State performs at a similar level regardless of the pace of the game.
57,Richmond,Richmond,7.46181406689242,3.77484696895326,11.2366610358457,43.4917186612746,-6.65472744377989,44,85,69.9153811800871,157,341,13,9,#FFDBAE,#FFE6C8,#FFD8A8,#E0556B,#E0DFBD,Richmond plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Richmond performs at a similar level regardless of the pace of the game.
58,Michigan State,Michigan State,5.27557610722281,5.83567987226146,11.1112559794843,35.0471679562086,28.4412584073277,72,56,69.87132203425,161,11,15,13,#FFE5C5,#FFD9AA,#FFD9A9,#ED7680,#F4C9A0,Michigan State plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Michigan State plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
59,Xavier,Xavier,6.82730390753527,4.08574801263477,10.91305192017,-17.5864372770648,8.34811332194928,52,80,69.5851483240653,178,70,13,8,#FFDEB4,#FFE4C3,#FFD9AA,#AFD3D5,#F0DEB3,Xavier plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Xavier performs at a similar level regardless of the pace of the game.
60,Providence,Providence,4.67829129620671,6.02360929212008,10.7019005883268,12.6991180004993,-22.6166011004151,83,52,68.2128436278578,252,82,13,13,#FFE8CC,#FFD8A7,#FFDAAC,#FFCDBB,#BDCDC0,Providence performs at a similar level against both good and bad teams.,Providence plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
61,Oregon State,Oregon State,7.1041625739268,3.54443390523402,10.6485964791608,99.009900990099,-9.90239100544196,48,91,66.8489774498934,308,331,19,13,#FFDCB1,#FFE8CB,#FFDAAC,#93003A,#D9DBBD,Oregon State plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Oregon State performs at a similar level regardless of the pace of the game.
62,Davidson,Davidson,9.90845603196002,0.696862892016482,10.6053189239765,-17.5044691702249,35.5409980099091,21,151,64.645623728678,343,264,12,9,#FFCF93,#FFFAF4,#FFDAAD,#B0D4D5,#F5C199,Davidson plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Davidson plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
63,Mississippi State,Mississippi State,4.46168608396277,6.11652635155217,10.5782124355149,-43.3687902740676,77.1032477839386,88,49,67.4289181583089,291,285,18,15,#FFE9CE,#FFD7A6,#FFDAAD,#618EBD,#FD9671,Mississippi State plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Mississippi State plays better in faster paced games. They have stronger performances in games with more possessions but are worse in games with less possessions.
64,Boise State,Boise State,5.19073614761421,5.23528637178638,10.4260225194006,5.13330157043262,53.9103237231489,74,68,70.6338737506283,117,168,18,9,#FFE6C6,#FFDDB2,#FFDBAE,#FFEAD1,#F8AE88,Boise State performs at a similar level against both good and bad teams.,Boise State plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
65,Dayton,Dayton,7.12418925294232,3.24337683444997,10.3675660873923,74.850134890442,7.62479834016086,47,93,66.8246303559502,309,98,14,10,#FFDCB1,#FFEACF,#FFDBAE,#93003A,#F0DEB4,Dayton plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Dayton performs at a similar level regardless of the pace of the game.
66,Marquette,Marquette,4.78333359750661,5.30072029548837,10.084053892995,-21.6282081063768,46.1341621895994,80,66,69.2884174404611,193,312,13,14,#FFE8CB,#FFDCB2,#FFDCB1,#9DC9D3,#F7B68F,Marquette plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Marquette plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
67,Stanford,Stanford,1.72032662707162,8.33207357823119,10.0524002053028,-24.859567964416,79.8990195084533,124,26,70.744877685529,111,284,14,13,#FFF6EC,#FFC985,#FFDCB1,#90C1D1,#FD936E,Stanford plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Stanford plays better in faster paced games. They have stronger performances in games with more possessions but are worse in games with less possessions.
68,Wright State,Wright State,4.66104619910578,5.19863148421167,9.85967768331745,-5.19082529266589,27.850691434728,84,70,72.3833962162114,46,340,18,6,#FFE8CC,#FFDDB3,#FFDDB2,#E7F2DC,#F4C9A1,Wright State performs at a similar level against both good and bad teams.,Wright State plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
69,Auburn,Auburn,6.7018537537434,3.09576905927372,9.79762281301712,-20.1044612567385,13.2402466011746,53,96,72.3868239014459,45,182,13,14,#FFDEB6,#FFEBD2,#FFDDB3,#A4CDD4,#F1D9AF,Auburn plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Auburn performs at a similar level regardless of the pace of the game.
70,Georgetown,Georgetown,4.23601053575426,5.25280886776719,9.48881940352145,12.9419978885572,-26.5396433644643,93,67,71.0469179554783,99,221,13,13,#FFEAD1,#FFDDB2,#FFDEB5,#FFCCBA,#B5C9C0,Georgetown performs at a similar level against both good and bad teams.,Georgetown plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
71,Wichita State,Wichita State,5.4582347235339,4.02769515156082,9.48592987509472,37.5489000568467,-5.24855572183685,70,81,68.3462177814466,243,117,14,6,#FFE4C3,#FFE5C4,#FFDEB5,#E96C7A,#E3E1BC,Wichita State plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Wichita State performs at a similar level regardless of the pace of the game.
72,Minnesota,Minnesota,4.21668752200831,5.22754891861578,9.44423644062408,-0.630038628238394,43.111700575454,94,69,71.6771105265912,73,2,14,15,#FFEAD1,#FFDDB3,#FFDEB6,#FCFDDF,#F6B992,Minnesota performs at a similar level against both good and bad teams.,Minnesota plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
73,Buffalo,Buffalo,5.4142137905044,4.00108524940299,9.41529903990738,-12.83759389124,3.15753844722616,71,82,73.8143681303305,17,335,15,9,#FFE5C4,#FFE5C4,#FFDEB6,#C5DFD8,#EFE3B8,Buffalo performs at a similar level against both good and bad teams.,Buffalo performs at a similar level regardless of the pace of the game.
