rank,team,tooltip_team,obpr,dbpr,bpr,opponent_adjust,pace_adjust,off_rank,def_rank,tempo,tempo_rank,home_rank,wins,losses,color_O,color_D,color_Diff,color_str_Diff,color_tempo_Diff,tooltip_str_Diff,tooltip_tempo_Diff
11,Tennessee,Tennessee,15.3590072761194,7.88391873001066,23.2429260061301,10.2382027956094,26.3377730178438,6,33,68.8449687595086,190,96,30,6,#FFAB41,#FFD29A,#FFB65C,#FFD7C3,#F4C69E,Tennessee performs at a similar level against both good and bad teams.,Tennessee plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
12,Houston,Houston,9.65448814728296,12.3913399983533,22.0458281456363,-34.6865129321409,37.2063858291866,24,11,67.9476414152097,245,344,33,4,#FFCA88,#FFB860,#FFBA64,#77A5C6,#F7B891,Houston plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Houston plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
13,Florida State,Florida State,9.32196001000971,12.5209734212228,21.8429334312325,48.418444564955,-21.8637804478139,26,10,69.7917737686524,130,209,29,8,#FFCC8C,#FFB85E,#FFBB65,#D94762,#CBD4BF,Florida State plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Florida State performs at a similar level regardless of the pace of the game.
14,Oregon,Oregon,8.1432733033496,13.0466930016857,21.1899663050353,58.3121904843104,-81.3581212933886,30,7,65.6431757782516,331,10,25,13,#FFD29A,#FFB558,#FFBD6A,#BA2850,#70A6C7,Oregon plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Oregon plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
15,Virginia Tech,Virginia Tech,12.2249451286593,8.17119240417064,20.3961375328299,-50.5844670741624,-19.268134729949,11,32,65.3079460634328,334,50,26,9,#FFBC68,#FFD096,#FFBF6F,#4B79B5,#CFD6BE,Virginia Tech plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Virginia Tech performs at a similar level regardless of the pace of the game.
16,Kansas,Kansas,9.58758353850105,10.7590635514342,20.3466470899353,-20.2612706492458,30.8420768110312,25,16,71.0982643958355,77,7,26,10,#FFCA88,#FFC275,#FFBF70,#A3CCD4,#F5C098,Kansas plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Kansas plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
17,Kansas State,Kansas State,5.73104356900996,14.519918886961,20.2509624559709,63.4850255443721,-25.6710980664821,61,5,65.2917100712953,336,281,25,9,#FFDFB8,#FFAC45,#FFC071,#A91747,#C4D1BF,Kansas State plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Kansas State performs at a similar level regardless of the pace of the game.
18,Iowa State,Iowa State,12.5060484941365,6.69462494734808,19.2006734414845,8.85050084075635,-42.5415872499137,10,49,68.8607216937927,188,65,23,12,#FFBA64,#FFD9A9,#FFC378,#FFDDC7,#A8C3C2,Iowa State performs at a similar level against both good and bad teams.,Iowa State plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
19,Wisconsin,Wisconsin,5.70294166898139,13.0843843933987,18.7873260623801,-25.7550279955602,-0.0522480135202918,62,6,65.2665732076226,337,221,23,11,#FFDFB8,#FFB457,#FFC47B,#8EBED0,#EEE6BC,Wisconsin plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Wisconsin performs at a similar level regardless of the pace of the game.
20,Buffalo,Buffalo,10.0092009148454,7.83136163579424,17.8405625506397,3.30340068753209,21.7074438185676,20,36,74.6968445375799,10,12,31,4,#FFC883,#FFD29A,#FFC781,#FFF2D6,#F3CCA3,Buffalo performs at a similar level against both good and bad teams.,Buffalo performs at a similar level regardless of the pace of the game.
21,Mississippi State,Mississippi State,11.7703446996461,6.02679369933223,17.7971383989783,24.0917885203457,-17.5282951302087,15,54,68.9802938747281,176,55,23,11,#FFBE6E,#FFDCB1,#FFC782,#FEA39C,#D2D8BE,Mississippi State plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Mississippi State performs at a similar level regardless of the pace of the game.
22,Texas,Texas,8.65791181540139,8.91554848570062,17.573460301102,41.2191177868564,-27.6456554955055,28,25,66.1130788679371,320,232,21,16,#FFCF94,#FFCC8C,#FFC883,#E56273,#C1CFBF,Texas plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Texas plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
23,Villanova,Villanova,12.0946010277413,5.44039042986242,17.5349914576037,-21.0138459363558,-8.67710370360433,13,62,65.4535834175107,333,58,26,10,#FFBD6A,#FFE0B9,#FFC884,#9FCBD3,#E0DFBD,Villanova plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Villanova performs at a similar level regardless of the pace of the game.
24,LSU,LSU,12.14141084834,5.2706046434387,17.4120154917787,3.05325590040096,0.606744070728373,12,66,70.7459190438333,90,270,28,7,#FFBC69,#FFE1BB,#FFC984,#FFF3D7,#EFE6BB,LSU performs at a similar level against both good and bad teams.,LSU performs at a similar level regardless of the pace of the game.
25,Louisville,Louisville,7.89030724753809,9.4346444670161,17.3249517145542,-26.1764561681612,6.50310472537972,36,21,68.841843475551,191,264,20,14,#FFD49D,#FFC986,#FFC985,#8DBDCF,#F0DEB4,Louisville plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Louisville performs at a similar level regardless of the pace of the game.
26,Maryland,Maryland,7.93353631128362,9.34709540283899,17.2806317141226,24.349030625796,10.6454031771099,32,22,68.0897295634535,236,187,23,11,#FFD39D,#FFCA87,#FFC985,#FDA29C,#F1D9AF,Maryland plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Maryland performs at a similar level regardless of the pace of the game.
27,Nevada,Nevada,9.74905995135198,7.4840516525715,17.2331116039235,-18.4454362270419,31.6409891573547,23,39,70.5644582208442,95,31,29,5,#FFC986,#FFD49F,#FFC986,#ABD1D5,#F5BF98,Nevada plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Nevada plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
28,Florida,Florida,6.69638658042377,10.2477270209222,16.944113601346,-22.0090523864784,-26.4344392626769,46,18,64.45346210621,345,324,20,16,#FFDAAC,#FFC57B,#FFCA88,#9BC8D3,#C3D0BF,Florida plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Florida plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
29,Cincinnati,Cincinnati,7.90928581156716,8.39984365005331,16.3091294616205,-1.96908395212671,5.27104958593729,34,30,65.2971457322761,335,134,28,7,#FFD39D,#FFCF93,#FFCC8C,#F6FADE,#F0E0B6,Cincinnati performs at a similar level against both good and bad teams.,Cincinnati performs at a similar level regardless of the pace of the game.
30,Baylor,Baylor,10.5563570707535,5.58987257212514,16.1462296428787,34.2392550149052,-41.22564009534,18,60,66.63413479365,310,261,20,14,#FFC57C,#FFDFB7,#FFCC8D,#EF7C84,#ABC4C1,Baylor plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Baylor plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
31,Clemson,Clemson,4.05258658334435,11.8242049859591,15.8767915693034,-8.07326046414362,-4.6373418093807,90,14,67.5581088946975,266,295,20,14,#FFE8CD,#FFBC67,#FFCD8F,#DAEBDB,#E7E3BC,Clemson performs at a similar level against both good and bad teams.,Clemson performs at a similar level regardless of the pace of the game.
32,Syracuse,Syracuse,5.98469093956557,9.79861134728145,15.783302286847,-52.1037856228084,-13.4179634837907,57,19,67.5738475848601,265,275,20,14,#FFDEB5,#FFC781,#FFCE90,#4675B3,#D8DBBD,Syracuse plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Syracuse performs at a similar level regardless of the pace of the game.
33,Oklahoma,Oklahoma,6.44737804357676,9.10063155183902,15.5480095954158,-32.6952714036389,66.2316771102236,52,23,70.1841029454089,116,181,20,14,#FFDBAF,#FFCB8A,#FFCE91,#7CABC8,#FD9570,Oklahoma plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Oklahoma plays better in faster paced games. They have stronger performances in games with more possessions but are worse in games with less possessions.
34,Marquette,Marquette,7.90921452625267,7.40646915751599,15.3156836837687,-4.9813102321233,-22.644624256943,35,40,70.9187691128352,84,120,24,10,#FFD39D,#FFD5A0,#FFCF93,#E8F2DD,#C9D3BF,Marquette performs at a similar level against both good and bad teams.,Marquette performs at a similar level regardless of the pace of the game.
35,Wofford,Wofford,11.9135991114354,3.25845231275289,15.1720514241883,-20.647023509908,-26.7098930649439,14,103,66.9126903612074,297,329,27,5,#FFBE6C,#FFECD5,#FFCF94,#A1CBD3,#C3D0BF,Wofford plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Wofford plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
36,UCF,UCF,5.32991907199296,9.65752732676479,14.9874463987578,30.884287624145,-18.6722596751551,66,20,67.1572487143057,287,256,24,9,#FFE1BD,#FFC883,#FFD095,#F4898C,#D0D7BE,UCF plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,UCF performs at a similar level regardless of the pace of the game.
37,TCU,TCU,7.48530757182836,7.20142482995736,14.6867324017857,-9.57940022045358,84.7398093151393,39,43,69.6603411616914,140,194,23,14,#FFD6A2,#FFD6A2,#FFD198,#D3E7DA,#FE926E,TCU performs at a similar level against both good and bad teams.,TCU plays better in faster paced games. They have stronger performances in games with more possessions but are worse in games with less possessions.
38,NC State,NC State,9.7502900603694,4.61381934298467,14.3641094033541,-36.251208324197,71.5494387937422,22,76,72.4219084648188,35,241,24,12,#FFC986,#FFE4C3,#FFD29A,#73A1C5,#FE926E,NC State plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,NC State plays better in faster paced games. They have stronger performances in games with more possessions but are worse in games with less possessions.
39,Washington,Washington,3.76702358174511,10.4186234781868,14.1856470599319,13.7514757324525,22.4660971823921,98,17,67.6724401532818,257,200,27,9,#FFEAD0,#FFC479,#FFD39B,#FFCAB9,#F3CBA2,Washington performs at a similar level against both good and bad teams.,Washington performs at a similar level regardless of the pace of the game.
40,Iowa,Iowa,11.3574141238006,2.51894241189965,13.8763565357003,-3.30327748283183,-2.64688374134595,17,115,70.960992553028,80,151,23,12,#FFC173,#FFF0DE,#FFD49D,#F0F6DE,#EAE4BC,Iowa performs at a similar level against both good and bad teams.,Iowa performs at a similar level regardless of the pace of the game.
41,VCU,VCU,1.46329131992737,12.308691511194,13.7719828311214,-9.42362818251638,-45.7027783231094,141,12,69.722621363407,136,197,25,8,#FFF7EC,#FFB961,#FFD49E,#D4E7DA,#A3C0C2,VCU performs at a similar level against both good and bad teams.,VCU plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
42,Penn State,Penn State,4.49824586211487,9.08233609341684,13.5805819555317,-3.70545575809074,-19.3010521216244,79,24,68.745097794545,199,138,14,18,#FFE6C7,#FFCB8A,#FFD49F,#EEF5DD,#CFD6BE,Penn State performs at a similar level against both good and bad teams.,Penn State performs at a similar level regardless of the pace of the game.
43,Saint Mary's,Saint Mary's,7.79098344907925,5.5593727202335,13.3503561693128,-30.8538087173078,-28.4364205972903,37,61,64.7632041584488,344,139,22,12,#FFD49F,#FFDFB7,#FFD5A1,#81B0CA,#C0CFC0,Saint Mary's plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Saint Mary's plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
44,Indiana,Indiana,5.23307390267058,7.76996407438699,13.0030379770576,-23.9646101153678,22.3914902273909,69,37,68.5917252511134,210,184,19,16,#FFE2BE,#FFD39B,#FFD6A3,#92C3D1,#F3CBA2,Indiana plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Indiana performs at a similar level regardless of the pace of the game.
45,Utah State,Utah State,7.90953923741394,5.01775380890786,12.9272930463218,-0.763378049595108,-18.7788143309874,33,72,69.2146091926151,164,72,27,7,#FFD39D,#FFE2BE,#FFD6A4,#FBFDDF,#D0D7BE,Utah State performs at a similar level against both good and bad teams.,Utah State performs at a similar level regardless of the pace of the game.
46,Ohio State,Ohio State,4.62047745796908,8.2421996228678,12.8626770808369,-45.7105622781858,54.5620987656908,77,31,67.4068315425173,275,51,20,15,#FFE5C6,#FFD095,#FFD7A4,#5B86BB,#FAA37E,Ohio State plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Ohio State plays better in faster paced games. They have stronger performances in games with more possessions but are worse in games with less possessions.
47,Minnesota,Minnesota,5.60985691876333,6.87474953171642,12.4846064504797,12.4064968190235,14.1159373660921,63,45,69.420438944459,152,71,22,14,#FFE0B9,#FFD8A7,#FFD8A7,#FFCFBD,#F2D5AB,Minnesota performs at a similar level against both good and bad teams.,Minnesota performs at a similar level regardless of the pace of the game.
48,New Mexico State,New Mexico State,7.49246692510613,4.81821480659806,12.3106817317042,-14.5647629081495,43.9545910890634,38,73,67.3241826672121,280,225,28,5,#FFD6A2,#FFE3C1,#FFD8A8,#BDDAD7,#F8B08A,New Mexico State plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,New Mexico State plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
49,Creighton,Creighton,6.45521811720416,5.64525766593817,12.1004757831423,-10.2166205431532,13.6842840840881,51,57,70.1946690037047,114,110,19,15,#FFDBAF,#FFDFB6,#FFD9AA,#D0E5DA,#F1D6AC,Creighton performs at a similar level against both good and bad teams.,Creighton performs at a similar level regardless of the pace of the game.
50,Nebraska,Nebraska,6.82476245918843,5.01843863854611,11.8432010977345,-99.009900990099,25.6597888666459,43,71,68.258342066165,228,13,18,17,#FFD9AA,#FFE2BE,#FFDAAB,#00429D,#F4C79E,Nebraska plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Nebraska plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
51,Memphis,Memphis,4.95726263688237,6.74598264904288,11.7032452859253,47.7933872499507,-32.4316618079312,71,47,75.2407022607942,6,36,22,14,#FFE4C1,#FFD8A8,#FFDAAC,#DB4963,#B9CBC0,Memphis plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Memphis plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
52,Belmont,Belmont,10.5250065574346,1.01593384121593,11.5409403986506,-18.2134448052418,-49.689798841024,19,146,72.1267560797575,43,337,26,6,#FFC57D,#FFF9F1,#FFDBAE,#ACD1D5,#9DBDC3,Belmont plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Belmont plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
53,Lipscomb,Lipscomb,7.43194515156794,4.05335508699224,11.4853002385602,41.1273331852189,-55.0851848382065,40,87,73.5505264945362,17,352,27,8,#FFD6A3,#FFE8CB,#FFDBAE,#E56273,#94B8C3,Lipscomb plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Lipscomb plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
54,Ole Miss,Ole Miss,7.20403984852079,4.03483819249933,11.2388780410201,-5.700331801993,-2.56192507660494,41,88,69.9304314719851,125,164,20,13,#FFD7A6,#FFE8CB,#FFDCB0,#E5F0DC,#EAE4BC,Ole Miss performs at a similar level against both good and bad teams.,Ole Miss performs at a similar level regardless of the pace of the game.
55,Arkansas,Arkansas,5.8091840122103,5.42854296906126,11.2377269812716,-20.0655316088782,12.8588485848464,59,64,71.4042700775566,66,342,18,16,#FFDFB7,#FFE0B9,#FFDCB0,#A4CDD4,#F1D7AD,Arkansas plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Arkansas performs at a similar level regardless of the pace of the game.
56,Murray State,Murray State,6.79771767946125,4.0737617237909,10.8714794032521,-4.81169642961766,-5.46751868034601,45,86,70.5511315607101,97,282,26,5,#FFD9AB,#FFE7CA,#FFDDB2,#E9F3DD,#E6E2BC,Murray State performs at a similar level against both good and bad teams.,Murray State performs at a similar level regardless of the pace of the game.
57,Dayton,Dayton,6.5400654737635,4.0078605561729,10.5479260299364,-26.2367253234426,11.7488890422662,48,91,66.5966366215352,311,309,21,12,#FFDBAE,#FFE8CB,#FFDEB5,#8CBDCF,#F1D8AE,Dayton plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Dayton performs at a similar level regardless of the pace of the game.
58,Arizona State,Arizona State,4.757706851074,5.72532022135201,10.483027072426,54.2474320599135,-44.8737953773123,76,56,71.9744154569563,47,159,23,11,#FFE5C4,#FFDEB5,#FFDEB5,#C63558,#A5C1C2,Arizona State plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Arizona State plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
59,Colorado,Colorado,3.04818272140825,7.35474797816498,10.4029306995732,32.4955102027092,16.8986627152873,109,41,69.4037544075134,153,8,23,13,#FFEED9,#FFD5A0,#FFDEB6,#F28388,#F2D2A8,Colorado plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Colorado performs at a similar level regardless of the pace of the game.
60,Seton Hall,Seton Hall,4.20499933051839,6.10404477727212,10.3090441077905,20.9888575894781,-25.8216694050216,87,53,70.3993521546413,103,87,20,14,#FFE8CB,#FFDCB0,#FFDFB6,#FFAEA5,#C4D1BF,Seton Hall plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Seton Hall plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
61,Xavier,Xavier,6.12470916905273,4.02546484418213,10.1501740132349,25.4608796005918,-6.32352126619755,55,89,66.9239929046588,296,166,19,16,#FFDDB3,#FFE8CB,#FFDFB7,#FC9D99,#E4E1BC,Xavier plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Xavier performs at a similar level regardless of the pace of the game.
62,Miami (Fla.),Miami (Fla.),5.57809426123387,4.49255190784856,10.0706461690824,-20.8719611332054,20.2260885123231,64,77,68.5465045321269,214,39,14,18,#FFE0BA,#FFE5C5,#FFDFB8,#A0CBD3,#F3CDA5,Miami (Fla.) plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Miami (Fla.) performs at a similar level regardless of the pace of the game.
63,Providence,Providence,2.07891456736467,7.84944313366205,9.92835770102672,-14.2955634173239,-13.1138254169305,133,34,68.8513176407236,189,328,18,16,#FFF3E5,#FFD29A,#FFE0B9,#BEDBD7,#D9DBBD,Providence performs at a similar level against both good and bad teams.,Providence performs at a similar level regardless of the pace of the game.
64,Alabama,Alabama,3.12558404110568,6.71670353391525,9.84228757502092,35.7938074814212,61.1686365767374,106,48,69.9298634666733,126,227,18,16,#FFEDD8,#FFD9A9,#FFE0B9,#ED7680,#FC9B76,Alabama plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Alabama plays better in faster paced games. They have stronger performances in games with more possessions but are worse in games with less possessions.
65,Butler,Butler,6.44652746385261,2.84913365806883,9.29566112192144,-54.4530832152474,0.973864397170068,53,108,67.4931245229977,271,54,16,17,#FFDBAF,#FFEEDA,#FFE2BD,#3D6FB1,#EFE5BA,Butler plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Butler performs at a similar level regardless of the pace of the game.
66,Temple,Temple,4.78640922921777,4.40450715764437,9.19091638686215,43.5163210031708,-22.636892894581,75,80,70.3081100469949,106,203,23,10,#FFE4C4,#FFE6C6,#FFE2BE,#E2596D,#C9D3BF,Temple plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Temple performs at a similar level regardless of the pace of the game.
67,USC,USC,6.18977677459398,2.87887707516013,9.06865384975411,-35.8633844750791,-21.7924199234283,54,107,70.7664928259644,89,20,16,17,#FFDDB2,#FFEEDA,#FFE2BF,#74A2C5,#CBD4BF,USC plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,USC performs at a similar level regardless of the pace of the game.
68,Wichita State,Wichita State,2.64739079312768,6.3744093803233,9.02180017345098,16.9662702018534,-40.4231837563739,114,52,69.1786543161319,166,289,22,15,#FFF0DE,#FFDAAD,#FFE3BF,#FFBEB0,#ACC4C1,Wichita State plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Wichita State plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
69,Davidson,Davidson,5.78251110937376,3.09489846052209,8.87740956989585,6.65007599280956,29.1806036390047,60,106,66.0843374793443,321,78,23,10,#FFDFB7,#FFEDD7,#FFE3C0,#FFE5CD,#F5C29A,Davidson performs at a similar level against both good and bad teams.,Davidson plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
70,Oregon State,Oregon State,6.81925375780099,1.94277310858743,8.76202686638842,38.5979373375691,43.9648966875583,44,126,67.6486733686967,258,318,18,13,#FFD9AB,#FFF4E6,#FFE3C1,#E96C79,#F8B08A,Oregon State plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Oregon State plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
71,Northwestern,Northwestern,-0.0974358074760245,8.77878784017153,8.6813520326955,-71.7145041398262,-10.8437350273375,174,26,67.4168605877772,273,93,13,19,#FEFEFE,#FFCD8E,#FFE4C2,#00429D,#DDDDBD,Northwestern plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Northwestern performs at a similar level regardless of the pace of the game.
72,Yale,Yale,6.51206021170939,2.05006337046031,8.5621235821697,-24.9102179813391,0.350358784912918,49,123,72.1898327334755,40,272,21,8,#FFDBAE,#FFF3E4,#FFE4C2,#90C1D0,#EFE6BB,Yale plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Yale performs at a similar level regardless of the pace of the game.
73,South Dakota State,South Dakota State,8.77911329096325,-0.233181935424144,8.54593135553911,10.3530519314453,-13.1310641862254,27,171,72.1956611739072,39,165,23,9,#FFCF92,#FCFDFE,#FFE4C3,#FFD7C3,#D9DBBD,South Dakota State performs at a similar level against both good and bad teams.,South Dakota State performs at a similar level regardless of the pace of the game.
